Barra,Tensao_pu,Angulo_graus
374,1.0000,-9.4696
375,1.0000,-9.4859
376,1.0000,-14.3328
377,1.0000,-9.5196
378,1.0000,-5.3252
379,1.0000,-9.7070
380,1.0000,3.8981
381,1.0000,4.8053
382,1.0000,3.2799
383,1.0000,-2.3403
384,1.0000,-7.8906
385,1.0000,-9.8300
386,1.0000,-11.6110
387,1.0000,-11.8952
388,1.0000,-11.8500
389,1.0000,-11.8952
390,1.0000,2.2442
391,1.0000,2.1780
392,1.0000,14.7095
393,1.0000,2.1727
394,1.0000,-0.2151
395,1.0000,2.1583
396,1.0000,10.6520
397,1.0000,2.1727
398,1.0000,4.0213
399,1.0000,2.8857
402,1.0000,1.0159
403,1.0000,-24.1168
404,1.0000,-20.3272
405,1.0000,-20.3272
406,1.0000,-24.1168
409,1.0000,-2.4439
410,1.0000,-20.8394
411,1.0000,-23.5857
412,1.0000,-20.0624
413,1.0000,-12.7511
414,1.0000,-18.3319
415,1.0000,-24.2338
416,1.0000,-19.5382
417,1.0000,-19.5382
418,1.0000,-22.5109
420,1.0000,-16.4801
421,1.0000,-22.0528
422,1.0000,-24.8942
423,1.0000,23.9116
424,1.0000,26.8611
425,1.0000,-21.4492
426,1.0000,-21.4492
427,1.0000,-21.7002
428,1.0000,-23.6828
429,1.0000,-24.7277
430,1.0000,26.8584
431,1.0000,-21.1683
432,1.0000,-18.5059
435,1.0000,-18.5564
436,1.0000,-23.6294
437,1.0000,-24.8563
438,1.0000,-18.4789
439,1.0000,-20.0937
440,1.0000,-22.7283
441,1.0000,-20.5135
442,1.0000,-17.9899
443,1.0000,-25.7159
444,1.0000,-25.6127
445,1.0000,-19.8651
446,1.0000,-17.0236
447,1.0000,-20.1497
448,1.0000,-16.9315
449,1.0000,-15.6624
451,1.0000,-16.9958
452,1.0000,-19.4593
453,1.0000,-16.5953
454,1.0000,-18.4532
455,1.0000,-24.5991
458,1.0000,-11.7133
459,1.0000,-13.8332
460,1.0000,10.3927
461,1.0000,-11.1167
462,1.0000,-14.8981
464,1.0000,-16.6135
465,1.0000,-24.8672
466,1.0000,-16.9101
467,1.0000,-24.2617
471,1.0000,-17.0391
472,1.0000,-19.0778
473,1.0000,-20.7185
474,1.0000,-18.1496
475,1.0000,-27.5824
476,1.0000,-23.6726
477,1.0000,-19.1946
478,1.0000,-0.1031
479,1.0000,1.1183
480,1.0000,-19.1988
481,1.0000,-21.4647
482,1.0000,-21.4647
483,1.0000,-24.1168
484,1.0000,-20.3272
485,1.0000,-24.1168
486,1.0000,-25.5069
487,1.0000,-19.7783
488,1.0000,-19.7127
489,1.0000,-20.2887
490,1.0000,-20.2890
491,1.0000,-20.0349
492,1.0000,-20.1777
493,1.0000,-28.5737
494,1.0000,-22.3435
495,1.0000,-20.2532
496,1.0000,-27.8858
497,1.0000,-1.5886
498,1.0000,4.8618
499,1.0000,-7.0567
500,1.0000,19.2046
501,1.0000,0.0000
502,1.0000,15.1580
503,1.0000,16.4758
506,1.0000,-4.6021
507,1.0000,23.7352
508,1.0000,16.0918
509,1.0000,13.3033
510,1.0000,32.1892
511,1.0000,33.7109
512,1.0000,4.6127
513,1.0000,25.5523
514,1.0000,2.2680
515,1.0000,-2.4556
516,1.0000,-7.4256
517,1.0000,1.9640
518,1.0000,9.5132
519,1.0000,8.0734
520,1.0000,12.5475
521,1.0000,-6.0060
522,1.0000,-7.2196
523,1.0000,-8.3445
524,1.0000,-2.5135
525,1.0000,-24.7418
526,1.0000,-17.0778
527,1.0000,-17.0240
528,1.0000,-21.4087
530,1.0000,8.9825
531,1.0000,3.5262
532,1.0000,-19.2570
533,1.0000,-16.3366
535,1.0000,15.1709
536,1.0000,13.7390
537,1.0000,11.6278
538,1.0000,3.5262
539,1.0000,9.0472
540,1.0000,-1.3486
541,1.0000,10.1763
542,1.0000,6.4626
543,1.0000,6.9424
544,1.0000,25.2123
545,1.0000,23.2445
546,1.0000,27.2606
547,1.0000,19.0038
548,1.0000,17.1100
549,1.0000,16.3051
550,1.0000,13.9846
551,1.0000,4.0433
552,1.0000,6.5633
554,1.0000,3.1898
555,1.0000,10.1504
556,1.0000,6.8030
557,1.0000,8.1702
559,1.0000,-3.2312
560,1.0000,-7.8941
561,1.0000,-5.2601
562,1.0000,-8.0790
563,1.0000,-1.8449
564,1.0000,-6.0207
565,1.0000,-12.8140
566,1.0000,-16.3531
567,1.0000,-12.2311
568,1.0000,-16.3248
570,1.0000,-12.9430
571,1.0000,-16.6627
572,1.0000,-1.3598
573,1.0000,-11.3353
574,1.0000,-15.4004
575,1.0000,-20.1164
576,1.0000,-19.1366
577,1.0000,-14.1142
578,1.0000,10.1142
579,1.0000,10.1100
580,1.0000,6.8069
581,1.0000,-19.2570
582,1.0000,-19.1264
583,1.0000,-23.4618
584,1.0000,-17.3903
585,1.0000,-18.3908
586,1.0000,-19.6697
587,1.0000,-15.0972
588,1.0000,-24.3845
589,1.0000,-11.0880
590,1.0000,-18.8723
591,1.0000,-20.2241
593,1.0000,-16.3366
594,1.0000,-15.9114
595,1.0000,-18.6813
596,1.0000,-3.5570
597,1.0000,-5.2601
598,1.0000,-9.1968
599,1.0000,-11.1033
600,1.0000,-12.6692
601,1.0000,-15.8125
602,1.0000,-1.1624
605,1.0000,5.4773
607,1.0000,-21.6997
608,1.0000,-18.9036
609,1.0000,-7.0567
610,1.0000,-9.4698
612,1.0000,-0.8981
613,1.0000,1.9646
614,1.0000,-7.0931
615,1.0000,-3.3859
616,1.0000,-5.0438
618,1.0000,-9.1272
620,1.0000,-11.9301
621,1.0000,-11.8641
622,1.0000,-17.6267
623,1.0000,-19.9540
624,1.0000,-22.1390
625,1.0000,-13.4953
626,1.0000,-15.5196
627,1.0000,-8.4802
629,1.0000,-11.2638
633,1.0000,-7.7212
634,1.0000,-7.7216
635,1.0000,-12.1789
636,1.0000,-13.9914
638,1.0000,-4.1122
639,1.0000,9.7732
640,1.0000,9.3655
641,1.0000,-7.0931
642,1.0000,4.5900
643,1.0000,15.6448
645,1.0000,-4.6035
647,1.0000,7.3722
648,1.0000,6.1927
649,1.0000,5.0674
652,1.0000,2.5531
654,1.0000,2.3386
655,1.0000,1.0096
657,1.0000,27.2606
658,1.0000,27.2307
659,1.0000,9.7428
661,1.0000,2.7187
663,1.0000,7.3035
665,1.0000,-4.0810
666,1.0000,3.1653
667,1.0000,3.7831
668,1.0000,11.9389
669,1.0000,3.1242
670,1.0000,9.6876
671,1.0000,1.6084
672,1.0000,2.0889
673,1.0000,4.6634
674,1.0000,1.8412
681,1.0000,-22.4845
682,1.0000,-19.7820
683,1.0000,-10.5164
687,1.0000,-11.8606
689,1.0000,-11.5295
692,1.0000,-16.9504
693,1.0000,-12.0298
694,1.0000,-22.1780
695,1.0000,-17.4935
696,1.0000,-17.8377
697,1.0000,-15.8599
698,1.0000,-20.3695
699,1.0000,-14.5386
701,1.0000,-16.5682
703,1.0000,-14.7658
705,1.0000,-14.2939
709,1.0000,-20.0603
712,1.0000,-23.3064
715,1.0000,-24.6916
718,1.0000,-20.8631
719,1.0000,-14.2920
720,1.0000,-27.1554
721,1.0000,-24.7093
722,1.0000,-36.9505
725,1.0000,-22.0319
730,1.0000,-23.1552
732,1.0000,-19.4642
734,1.0000,-19.6278
741,1.0000,-26.7103
742,1.0000,-27.7158
743,1.0000,-27.7158
744,1.0000,-27.6392
746,1.0000,-30.5958
747,1.0000,-30.6349
748,1.0000,-22.0000
749,1.0000,20.0645
750,1.0000,24.2691
751,1.0000,34.7298
752,1.0000,34.4704
753,1.0000,32.9914
754,1.0000,24.8552
755,1.0000,21.2833
757,1.0000,7.7159
759,1.0000,19.6521
760,1.0000,9.0211
761,1.0000,7.6124
762,1.0000,4.7777
763,1.0000,8.1975
764,1.0000,5.9134
766,1.0000,8.3566
767,1.0000,3.6267
768,1.0000,6.9434
769,1.0000,6.0315
770,1.0000,2.8016
772,1.0000,5.9017
773,1.0000,4.5694
775,1.0000,6.1748
776,1.0000,6.1436
777,1.0000,4.7306
778,1.0000,2.3162
779,1.0000,1.9613
780,1.0000,5.9356
781,1.0000,-0.4592
782,1.0000,17.4266
783,1.0000,11.5985
784,1.0000,18.1100
785,1.0000,18.5516
786,1.0000,4.5305
787,1.0000,16.1018
788,1.0000,16.0768
789,1.0000,14.4535
790,1.0000,14.0856
791,1.0000,3.3534
792,1.0000,19.5773
793,1.0000,10.4791
794,1.0000,9.4917
795,1.0000,11.5086
796,1.0000,9.5674
797,1.0000,11.7375
798,1.0000,6.8929
800,1.0000,22.4771
801,1.0000,14.7390
802,1.0000,-3.6504
803,1.0000,-3.6504
804,1.0000,6.8910
805,1.0000,-0.1446
806,1.0000,26.6467
807,1.0000,20.5102
808,1.0000,28.1266
809,1.0000,21.0633
810,1.0000,26.1964
811,1.0000,18.6547
812,1.0000,0.8728
813,1.0000,-3.6504
814,1.0000,-2.5568
815,1.0000,-3.9848
816,1.0000,-3.5963
817,1.0000,-0.1446
818,1.0000,-4.2312
819,1.0000,-3.9395
820,1.0000,-4.5277
821,1.0000,-3.4868
823,1.0000,12.6776
824,1.0000,14.7390
825,1.0000,13.5548
826,1.0000,1.2504
827,1.0000,-3.5309
828,1.0000,4.3459
829,1.0000,0.2351
830,1.0000,-1.2181
831,1.0000,-0.4120
832,1.0000,1.5892
833,1.0000,-1.6639
834,1.0000,0.8087
835,1.0000,11.1982
836,1.0000,7.3934
837,1.0000,11.5172
838,1.0000,4.6525
839,1.0000,16.6615
840,1.0000,13.0116
841,1.0000,9.3962
842,1.0000,15.6054
843,1.0000,10.0516
844,1.0000,7.4543
845,1.0000,14.6663
847,1.0000,9.9325
848,1.0000,19.1952
849,1.0000,5.0716
850,1.0000,8.9152
851,1.0000,4.6210
852,1.0000,18.3283
853,1.0000,16.7048
854,1.0000,11.8671
855,1.0000,17.8384
856,1.0000,18.6547
857,1.0000,8.2349
858,1.0000,7.1862
859,1.0000,-1.0003
860,1.0000,4.0851
861,1.0000,-0.0581
862,1.0000,1.6821
863,1.0000,3.0892
864,1.0000,0.2599
865,1.0000,-0.8606
866,1.0000,2.8204
867,1.0000,1.2712
868,1.0000,4.2900
869,1.0000,1.0780
870,1.0000,-0.5433
871,1.0000,3.3786
872,1.0000,5.2431
873,1.0000,14.9248
874,1.0000,5.5983
875,1.0000,-1.1778
878,1.0000,4.2458
879,1.0000,1.5742
880,1.0000,-1.1459
881,1.0000,-1.4613
882,1.0000,-1.8240
883,1.0000,0.4514
884,1.0000,1.0262
885,1.0000,-1.3472
886,1.0000,3.8048
887,1.0000,1.0573
888,1.0000,1.3083
889,1.0000,3.4257
890,1.0000,0.6421
892,1.0000,0.5260
893,1.0000,0.4496
894,1.0000,0.5874
895,1.0000,-0.9988
896,1.0000,17.5767
897,1.0000,21.0633
898,1.0000,22.0120
899,1.0000,1.1158
904,1.0000,25.4375
905,1.0000,17.7820
907,1.0000,8.4123
909,1.0000,9.7368
911,1.0000,11.1322
913,1.0000,12.4046
915,1.0000,23.8967
916,1.0000,15.1929
917,1.0000,23.2853
918,1.0000,17.2321
919,1.0000,29.7589
920,1.0000,22.8553
921,1.0000,30.1993
922,1.0000,22.8553
923,1.0000,0.7335
924,1.0000,0.7335
925,1.0000,27.4255
926,1.0000,18.4367
927,1.0000,0.7335
928,1.0000,0.7335
929,1.0000,0.7335
930,1.0000,10.6225
931,1.0000,25.4201
932,1.0000,19.2073
933,1.0000,14.1605
934,1.0000,12.8949
936,1.0000,15.9708
938,1.0000,-0.8588
939,1.0000,-2.6425
940,1.0000,-6.2162
943,1.0000,-2.3227
944,1.0000,0.7755
945,1.0000,-4.2086
946,1.0000,0.7755
947,1.0000,-1.4827
948,1.0000,-4.6359
949,1.0000,0.3048
950,1.0000,6.3615
951,1.0000,6.5732
953,1.0000,16.3261
954,1.0000,7.4177
955,1.0000,12.8684
956,1.0000,14.6987
958,1.0000,13.6991
959,1.0000,-1.2450
960,1.0000,-3.4832
961,1.0000,4.5637
962,1.0000,8.5510
963,1.0000,10.0530
964,1.0000,9.2211
965,1.0000,8.5585
966,1.0000,9.1871
967,1.0000,-5.4690
970,1.0000,-2.0942
971,1.0000,-2.0942
972,1.0000,20.5960
973,1.0000,20.5961
974,1.0000,9.1871
975,1.0000,7.3407
976,1.0000,8.1908
978,1.0000,13.0937
979,1.0000,8.9264
980,1.0000,7.3476
981,1.0000,3.2005
982,1.0000,7.6556
983,1.0000,9.4294
984,1.0000,14.1510
985,1.0000,-9.0936
986,1.0000,-11.7463
987,1.0000,-11.5403
988,1.0000,-12.0974
989,1.0000,-11.5403
990,1.0000,-12.0974
991,1.0000,-4.0178
992,1.0000,-7.6867
993,1.0000,8.7739
995,1.0000,17.6991
996,1.0000,17.7820
997,1.0000,11.9720
998,1.0000,17.3694
999,1.0000,8.5323
1006,1.0000,6.4072
1007,1.0000,5.3481
1008,1.0000,4.1950
1010,1.0000,6.4107
1011,1.0000,6.5087
1014,1.0000,-20.2062
1015,1.0000,-11.0540
1016,1.0000,-13.4457
1017,1.0000,-14.5770
1018,1.0000,-2.3497
1019,1.0000,-3.9094
1020,1.0000,-10.6916
1023,1.0000,2.1393
1024,1.0000,1.2257
1025,1.0000,4.2073
1026,1.0000,1.9296
1027,1.0000,6.8782
1028,1.0000,5.1685
1030,1.0000,15.1929
1032,1.0000,-2.3176
1034,1.0000,-2.5989
1035,1.0000,-4.9123
1036,1.0000,8.2502
1037,1.0000,7.7580
1038,1.0000,7.8941
1039,1.0000,6.2101
1040,1.0000,0.0000
1041,1.0000,17.2321
1042,1.0000,17.1416
1043,1.0000,17.7329
1045,1.0000,18.2443
1046,1.0000,17.2177
1047,1.0000,22.8553
1048,1.0000,22.8553
1052,1.0000,-1.0739
1055,1.0000,6.1467
1056,1.0000,5.3757
1057,1.0000,5.1622
1058,1.0000,1.1814
1060,1.0000,18.4367
1062,1.0000,19.2295
1063,1.0000,5.0441
1064,1.0000,2.9264
1065,1.0000,4.0673
1069,1.0000,18.6591
1070,1.0000,29.7604
1071,1.0000,22.9375
1073,1.0000,22.9375
1074,1.0000,12.7084
1075,1.0000,0.8526
1076,1.0000,3.5776
1077,1.0000,4.2840
1078,1.0000,0.3251
1079,1.0000,-1.5772
1080,1.0000,-1.5981
1081,1.0000,12.3426
1082,1.0000,1.4841
1084,1.0000,11.8842
1085,1.0000,1.9156
1086,1.0000,7.3795
1087,1.0000,12.6563
1088,1.0000,20.1365
1089,1.0000,8.1001
1090,1.0000,5.6678
1091,1.0000,8.0976
1093,1.0000,19.4007
1094,1.0000,19.3397
1095,1.0000,12.9865
1098,1.0000,27.2606
1099,1.0000,9.0542
1100,1.0000,0.0000
1101,1.0000,-7.6325
1103,1.0000,-7.7954
1106,1.0000,21.8496
1107,1.0000,29.6450
1116,1.0000,7.1846
1117,1.0000,7.1846
1119,1.0000,20.3267
1121,1.0000,3.5610
1128,1.0000,3.7145
1129,1.0000,0.1709
1130,1.0000,-0.4809
1131,1.0000,-2.0031
1132,1.0000,0.0552
1133,1.0000,-0.3237
1134,1.0000,0.7507
1135,1.0000,12.0354
1136,1.0000,0.3303
1138,1.0000,0.5425
1139,1.0000,3.1007
1140,1.0000,3.5096
1141,1.0000,3.8942
1142,1.0000,5.1514
1144,1.0000,9.5670
1145,1.0000,-2.7500
1146,1.0000,-4.5181
1147,1.0000,17.1304
1148,1.0000,-4.0023
1150,1.0000,23.3439
1151,1.0000,15.9708
1152,1.0000,6.1649
1153,1.0000,11.0532
1154,1.0000,10.6425
1155,1.0000,22.6876
1156,1.0000,15.9175
1157,1.0000,23.2344
1158,1.0000,16.3261
1159,1.0000,16.0829
1161,1.0000,10.1233
1162,0.9700,0.0000
1163,1.0000,8.3485
1164,1.0000,12.3692
1165,1.0000,12.3692
1166,1.0000,12.9093
1168,1.0000,13.6625
1169,1.0000,6.1649
1173,1.0000,15.7893
1174,1.0000,11.8496
1175,1.0000,15.6840
1176,1.0000,22.2452
1177,1.0000,16.1309
1178,1.0000,6.7082
1181,0.9920,0.0000
1182,1.0000,10.6225
1185,1.0000,11.4965
1186,1.0000,13.9339
1187,1.0000,5.8642
1188,1.0000,11.9879
1189,1.0000,9.4375
1190,1.0000,5.5392
1192,1.0000,8.4203
1193,1.0000,8.4203
1194,1.0000,6.8358
1195,1.0000,4.8475
1196,1.0000,3.2913
1197,1.0000,3.8234
1198,1.0000,6.1834
1199,1.0000,6.7080
1200,1.0000,8.1772
1201,1.0000,4.2091
1202,1.0000,5.1285
1204,1.0000,6.7432
1205,1.0000,5.8575
1206,1.0000,7.5652
1207,1.0000,6.5630
1208,1.0000,3.4310
1209,1.0000,1.6990
1210,1.0000,6.3335
1212,1.0000,6.1227
1213,1.0000,16.7492
1214,1.0000,12.5245
1215,1.0000,15.9175
1216,1.0000,12.1897
1218,1.0000,4.4918
1219,1.0000,2.6828
1220,1.0000,10.0361
1221,1.0000,9.8295
1223,1.0000,16.1309
1225,1.0000,13.8932
1226,1.0000,10.6809
1227,1.0000,3.1593
1228,1.0000,10.4946
1229,1.0000,8.0726
1230,1.0000,17.7329
1231,1.0000,8.5507
1232,1.0000,6.9728
1235,1.0000,11.1011
1236,1.0000,9.1022
1238,1.0000,9.8020
1239,1.0000,11.8379
1240,1.0000,8.1214
1242,1.0000,12.2472
1243,1.0000,12.4294
1244,1.0000,6.9728
1245,1.0000,9.5113
1246,1.0000,10.9448
1247,1.0000,11.7450
1248,1.0000,6.1649
1249,1.0000,5.8383
1250,1.0000,16.7172
1251,1.0000,13.1929
1252,1.0000,3.4481
1253,1.0000,10.8326
1254,1.0000,13.4276
1256,1.0000,8.0892
1257,1.0000,3.4618
1258,1.0000,6.1411
1259,1.0000,5.0468
1262,1.0000,2.2570
1263,1.0000,5.0959
1264,1.0000,5.0938
1265,1.0000,3.0099
1266,1.0000,2.1313
1267,1.0000,5.4967
1268,1.0000,4.8948
1269,1.0000,1.6474
1270,1.0000,4.6043
1271,1.0000,2.3708
1272,1.0000,2.1312
1273,1.0000,5.6611
1275,1.0000,8.9911
1276,1.0000,11.2296
1277,1.0000,7.9971
1278,1.0000,14.4869
1279,1.0000,6.7211
1281,1.0000,10.4363
1282,1.0000,11.9915
1283,1.0000,15.7994
1284,1.0000,7.3551
1285,1.0000,14.1541
1286,1.0000,12.0843
1287,1.0000,9.1345
1288,1.0000,15.6949
1289,1.0000,8.0215
1290,1.0000,0.3922
1291,1.0000,9.3517
1292,1.0000,4.4726
1294,1.0000,12.3692
1295,1.0000,9.2651
1296,1.0000,12.1689
1297,1.0000,7.2340
1298,1.0000,4.9368
1299,1.0000,7.0003
1300,1.0000,3.6707
1301,1.0000,7.8980
1302,1.0000,9.8029
1303,1.0000,2.8364
1304,1.0000,-1.3904
1305,1.0000,-0.5812
1306,1.0000,3.5578
1307,1.0000,0.1032
1309,1.0000,3.2962
1310,1.0000,-1.0700
1311,1.0000,11.2769
1312,1.0040,0.0000
1313,1.0000,6.4385
1314,1.0000,-0.1402
1315,1.0000,6.9640
1320,1.0000,9.8600
1321,1.0000,10.3528
1322,1.0000,12.0890
1323,1.0000,13.7794
1324,1.0000,1.7113
1325,1.0000,11.8896
1326,1.0000,10.0240
1328,1.0000,7.3174
1330,1.0000,6.4489
1331,1.0000,4.9585
1332,1.0000,3.3002
1333,1.0000,-3.2592
1337,1.0000,2.4258
1339,1.0000,3.8319
1340,1.0000,2.9314
1341,1.0000,3.6727
1343,1.0000,6.0436
1347,1.0000,14.3556
1352,1.0000,0.8174
1360,1.0000,0.2598
1361,1.0000,-0.5153
1362,1.0000,-2.6021
1363,1.0000,-2.1701
1364,1.0000,-1.6806
1366,1.0000,0.1837
1368,1.0000,18.4397
1369,1.0000,21.5173
1370,1.0000,20.8575
1371,1.0000,22.1628
1372,1.0000,17.0179
1373,1.0000,16.6985
1378,1.0000,-2.1647
1379,1.0000,-0.4781
