Barra,Tensao_pu,Angulo_graus,Correcao_Tensao_QLIM_pu,Tipo_Barra
2914,0.9922,-33.3594,0.000000,1
2915,0.9714,-24.7704,0.000000,1
2916,1.0155,-22.9984,0.000000,1
2920,0.9843,-23.0956,0.000000,1
2921,0.9854,-23.4872,0.000000,1
2922,0.9848,-23.8127,0.000000,1
2925,1.0499,-22.1225,0.000000,1
2927,1.0061,-23.9337,0.000000,1
2930,0.9541,-15.1315,0.000000,1
2934,0.9500,-19.7648,0.000000,1
2936,1.0283,-12.1930,0.000000,1
2937,0.9997,-6.3044,0.000000,1
2938,1.0136,1.8788,0.000000,1
2939,1.0108,-8.1443,0.000000,1
2942,1.0188,-12.1299,0.000000,1
2944,1.0079,-5.9573,0.000000,1
2945,0.9625,-4.2037,0.000000,1
2946,0.9512,-0.4458,0.000000,1
2947,0.9500,4.1941,0.000000,1
2948,1.0500,5.9181,0.000000,1
2950,1.0310,-3.1051,0.000000,1
2951,1.0055,-5.2052,0.000000,1
2953,1.0108,-8.1443,0.000000,1
2954,1.0086,-14.7712,0.000000,1
2955,1.0500,-48.3424,0.000000,1
2960,1.0097,-14.8139,0.000000,1
2961,1.0024,-17.1343,0.000000,1
2966,1.0184,-22.9061,0.000000,1
2967,1.0219,-17.2992,0.000000,1
2968,1.0069,-14.2239,0.000000,1
2969,1.0308,-18.2940,0.000000,1
2973,1.0084,-15.8239,0.000000,1
2974,0.9897,-20.0425,0.000000,1
2975,1.0500,-19.9857,0.000000,1
2977,1.0032,-21.5234,0.000000,1
2978,1.0423,-0.1811,0.000000,1
2979,1.0487,-11.5833,0.000000,2
2980,1.0500,-51.8516,0.000000,1
2981,1.0500,-50.8999,0.000000,1
2982,1.0500,-48.3417,0.000000,1
2983,1.0279,-21.4871,0.000000,1
2985,0.9853,-8.3709,0.000000,1
2986,1.0179,-12.0360,0.000000,1
2987,0.9828,-17.0981,0.000000,1
2988,1.0186,-41.1687,0.000000,1
2989,1.0500,-43.6603,0.000000,1
2990,0.9931,-9.4078,0.000000,1
2991,1.0179,-10.9119,0.000000,1
2992,0.9895,-10.8198,0.000000,1
2993,1.0267,-14.6264,0.000000,1
2994,1.0195,-13.1857,0.000000,1
2995,1.0050,-13.8484,0.000000,1
2997,1.0288,-0.1000,0.000000,1
2998,1.0378,-8.9470,0.000000,1
2999,1.0075,-8.9470,0.000000,1
3000,0.9943,-0.6337,0.000000,1
3001,0.9853,-3.3574,0.000000,1
3002,1.0044,-43.5096,0.000000,1
3003,1.0371,-38.8257,0.000000,1
3004,1.0154,-12.5898,0.000000,2
3005,1.0311,-0.2731,0.000000,1
3006,1.0578,-6.0744,0.000000,1
3007,1.0577,-4.4031,0.000000,1
3008,1.0869,-5.4796,0.000000,1
3010,1.0559,-7.8917,0.000000,1
3011,1.0567,-8.5366,0.000000,1
3012,1.0005,-5.5355,0.000000,1
3013,1.0088,6.4813,0.000000,1
3014,1.0500,11.0105,0.000000,2
3015,1.0358,-23.1082,0.000000,1
3018,1.0077,-5.6485,0.000000,1
3019,0.9927,-21.5110,0.000000,1
3020,0.9981,4.8278,0.000000,1
3021,1.0309,-18.1811,0.000000,1
3022,1.0066,-23.5680,0.000000,1
3024,0.9863,-23.1761,0.000000,1
3025,1.0198,-5.9338,0.000000,1
3026,0.9769,-4.4031,0.000000,1
3028,0.9981,-29.0488,0.000000,1
3029,0.9834,-26.9855,0.000000,1
3030,1.0113,-29.3307,0.000000,1
3031,1.0071,-29.7093,0.000000,1
3032,1.0045,-20.3924,0.000000,1
3033,0.9500,-22.2520,0.000000,1
3034,1.0467,-20.2731,0.000000,1
3035,1.0068,-21.7682,0.000000,1
3036,1.0025,-23.2479,0.000000,1
3039,1.0061,-23.9337,0.000000,1
3040,1.0061,-23.9328,0.000000,1
3041,1.0060,-23.9405,0.000000,1
3043,0.9926,-27.0154,0.000000,1
3044,0.9941,-26.8533,0.000000,1
3045,1.0148,-23.1014,0.000000,1
3046,1.0085,-22.7118,0.000000,1
3047,1.0096,-22.5443,0.000000,1
3048,1.0036,-21.4293,0.000000,1
3049,0.9940,-26.8635,0.000000,1
3050,1.0629,-6.2929,0.000000,1
3051,0.9999,-21.1930,0.000000,1
3052,1.0061,-23.9337,0.000000,1
3053,1.0330,-21.8057,0.000000,1
3054,0.9741,-18.0673,0.000000,1
3055,0.9738,-17.5022,0.000000,1
3056,0.9794,-19.8171,0.000000,1
3057,0.9851,-10.4124,0.000000,1
3058,0.9943,-28.3374,0.000000,1
3059,0.9792,-12.2645,0.000000,1
3060,0.9862,4.7991,0.000000,1
3061,1.0382,-16.1283,0.000000,1
3062,1.0075,-20.8992,0.000000,1
3063,0.9948,9.2557,0.000000,1
3064,1.0075,-20.8992,0.000000,1
3065,1.0011,-23.8881,0.000000,1
3066,0.9956,-24.1891,0.000000,1
3069,0.9821,-17.5930,0.000000,1
3070,0.9784,-24.8802,0.000000,1
3071,0.9732,-26.0581,0.000000,1
3072,0.9997,-22.1880,0.000000,1
3073,0.9933,8.7800,0.000000,1
3074,1.0214,-26.7946,0.000000,1
3075,1.0091,-27.8649,0.000000,1
3076,0.9767,-13.9367,0.000000,1
3077,0.9778,-19.1394,0.000000,1
3078,0.9749,-15.2891,0.000000,1
3079,1.0194,-28.5399,0.000000,1
3080,1.0194,-28.4141,0.000000,1
3081,0.9878,-28.6407,0.000000,1
3082,0.9810,-29.5287,0.000000,1
3083,1.0340,-27.2656,0.000000,1
3084,0.9748,-15.3017,0.000000,1
3086,0.9980,-24.5736,0.000000,1
3087,0.9948,-23.8603,0.000000,1
3088,0.9983,-26.8877,0.000000,1
3089,0.9898,-27.3618,0.000000,1
3090,0.9800,-10.7438,0.000000,1
3091,0.9893,-27.3998,0.000000,1
3093,0.9855,-22.9135,0.000000,1
3094,1.0480,-34.1422,0.000000,1
3095,1.0474,-34.1688,0.000000,1
3096,0.9772,-25.8865,0.000000,1
3099,1.0500,-33.8433,0.000000,1
3100,1.0004,-0.4241,0.000000,1
3101,0.9999,-0.5079,0.000000,1
3102,1.0224,6.8192,0.000000,1
3103,1.0002,-0.4708,0.000000,1
3104,0.9569,-13.6565,0.000000,1
3105,0.9943,-1.0626,0.000000,1
3106,1.0153,-8.1623,0.000000,1
3107,1.0291,-2.7520,0.000000,1
3110,1.0572,-4.9852,0.000000,1
3111,1.0091,-3.7675,0.000000,1
3112,1.0060,4.5425,0.000000,1
3113,1.0283,-24.7902,0.000000,1
3114,1.0283,-24.7931,0.000000,1
3115,1.0170,-26.6238,0.000000,1
3116,1.0157,-26.7629,0.000000,1
3117,1.0030,-27.9578,0.000000,1
3118,0.9997,-28.2044,0.000000,1
3119,1.0143,-27.3913,0.000000,1
3120,1.0157,-27.1453,0.000000,1
3121,1.0111,-27.5402,0.000000,1
3122,1.0179,-26.8430,0.000000,1
3123,1.0178,-26.8658,0.000000,1
3124,1.0304,-24.3715,0.000000,1
3125,0.9874,-7.3799,0.000000,1
3126,1.0174,-8.6368,0.000000,1
3127,0.9824,-7.8048,0.000000,1
3128,0.9872,-7.4361,0.000000,1
3129,1.0290,-24.6494,0.000000,1
3130,0.9773,-10.0825,0.000000,1
3131,0.9812,-7.3632,0.000000,1
3132,0.9710,-11.4917,0.000000,1
3133,0.9761,-8.6948,0.000000,1
3135,0.9885,-22.6005,0.000000,1
3136,0.9937,-22.1966,0.000000,1
3137,0.9834,-22.6858,0.000000,1
3138,0.9930,-22.3336,0.000000,1
3139,0.9857,-7.6347,0.000000,1
3140,0.9775,-2.2282,0.000000,1
3141,0.9997,-5.4876,0.000000,1
3142,1.0369,-7.0478,0.000000,1
3143,0.9982,-5.6464,0.000000,1
3144,1.0010,-5.5879,0.000000,1
3145,1.0316,-4.6717,0.000000,1
3146,0.9603,-6.6001,0.000000,1
3147,0.9882,-9.0411,0.000000,1
3148,0.9802,-2.0699,0.000000,1
3149,0.9935,-10.0272,0.000000,1
3151,0.9876,1.5924,0.000000,1
3153,0.9941,-3.2741,0.000000,1
3154,0.9835,-9.3396,0.000000,1
3155,0.9779,-8.9933,0.000000,1
3158,1.0087,-26.0492,0.000000,1
3159,1.0080,-25.7790,0.000000,1
3161,0.9702,-22.7132,0.000000,1
3162,0.9803,-8.6894,0.000000,1
3163,0.9804,-8.6740,0.000000,1
3164,0.9860,-7.6776,0.000000,1
3167,0.9804,-9.3828,0.000000,1
3169,0.9776,-32.7304,0.000000,1
3170,1.0310,-8.7162,0.000000,1
3171,0.9769,-0.3354,0.000000,1
3172,0.9688,2.2096,0.000000,1
3173,0.9729,-1.6936,0.000000,1
3174,0.9737,-0.4656,0.000000,1
3175,0.9773,2.6280,0.000000,1
3176,0.9501,2.0432,0.000000,1
3177,0.9661,-3.1492,0.000000,1
3178,0.9628,2.0135,0.000000,1
3180,0.9796,2.7785,0.000000,1
3184,0.9697,-1.7783,0.000000,1
3185,0.9832,-3.0277,0.000000,1
3186,1.0478,-11.1643,0.000000,1
3189,0.9872,6.6277,0.000000,1
3190,0.9743,-1.8539,0.000000,1
3191,0.9799,-2.8198,0.000000,1
3192,0.9602,-3.9428,0.000000,1
3193,0.9687,-3.5871,0.000000,1
3194,0.9899,-3.3268,0.000000,1
3195,0.9770,-3.7419,0.000000,1
3196,0.9713,-3.6724,0.000000,1
3197,0.9844,2.8843,0.000000,1
3198,0.9655,-1.8488,0.000000,1
3199,0.9722,0.3535,0.000000,1
3200,0.9767,-25.6531,0.000000,1
3201,0.9747,-25.1303,0.000000,1
3202,0.9790,-23.2686,0.000000,1
3203,0.9797,-22.9954,0.000000,1
3204,0.9797,-26.1336,0.000000,1
3205,0.9773,-25.5748,0.000000,1
3206,0.9785,-25.0845,0.000000,1
3207,0.9802,-22.8599,0.000000,1
3209,0.9791,-26.1111,0.000000,1
3210,0.9809,-25.4606,0.000000,1
3211,0.9839,-24.4963,0.000000,1
3212,0.9853,-24.0760,0.000000,1
3213,0.9861,-23.4447,0.000000,1
3214,0.9834,-23.5478,0.000000,1
3215,0.9773,-26.0038,0.000000,1
3216,0.9731,-25.7556,0.000000,1
3217,0.9863,-23.5013,0.000000,1
3219,0.9865,-21.0562,0.000000,1
3220,0.9870,-21.0187,0.000000,1
3221,0.9948,-20.4113,0.000000,1
3222,0.9675,-26.1835,0.000000,1
3223,0.9847,-23.8208,0.000000,1
3224,0.9770,-25.8909,0.000000,1
3225,0.9809,-25.4443,0.000000,1
3226,0.9881,-23.0313,0.000000,1
3227,0.9793,-25.7167,0.000000,1
3228,0.9501,-22.1993,0.000000,1
3230,0.9923,-21.4596,0.000000,1
3231,0.9719,-27.0137,0.000000,1
3232,0.9744,-26.1124,0.000000,1
3233,0.9718,-27.0176,0.000000,1
3234,0.9743,-26.1150,0.000000,1
3235,0.9742,-26.1282,0.000000,1
3236,0.9718,-27.0176,0.000000,1
3237,0.9761,-25.8956,0.000000,1
3238,0.9786,-25.6689,0.000000,1
3239,0.9786,-25.6746,0.000000,1
3240,0.9761,-25.9060,0.000000,1
3241,0.9760,-25.9064,0.000000,1
3242,0.9786,-25.6746,0.000000,1
3243,0.9719,-26.2630,0.000000,1
3244,0.9773,-25.7723,0.000000,1
3245,0.9770,-25.8137,0.000000,1
3246,0.9719,-26.2630,0.000000,1
3247,0.9644,-27.2220,0.000000,1
3248,0.9656,-26.8706,0.000000,1
3249,0.9578,-28.5792,0.000000,1
3250,0.9656,-26.8709,0.000000,1
3251,0.9688,-25.7377,0.000000,1
3252,0.9686,-25.7869,0.000000,1
3253,0.9656,-26.8709,0.000000,1
3254,0.9578,-28.5796,0.000000,1
3255,0.9673,-26.6657,0.000000,1
3256,0.9681,-26.4425,0.000000,1
3257,1.0010,-24.6903,0.000000,1
3258,1.0051,-24.3567,0.000000,1
3259,1.0002,-24.8527,0.000000,1
3260,1.0057,-24.4552,0.000000,1
3261,0.9996,-25.0429,0.000000,1
3262,1.0094,-25.1279,0.000000,1
3263,1.0006,-25.0647,0.000000,1
3264,1.0124,-25.6711,0.000000,1
3265,0.9991,-25.1646,0.000000,1
3266,1.0124,-25.6713,0.000000,1
3267,1.0483,-20.2180,0.000000,1
3268,1.0470,-20.1580,0.000000,1
3269,1.0368,-21.5313,0.000000,1
3270,1.0427,-21.6708,0.000000,1
3271,1.0099,-20.8174,0.000000,1
3272,1.0099,-20.8203,0.000000,1
3273,1.0054,-21.2870,0.000000,1
3274,1.0076,-21.0718,0.000000,1
3275,1.0068,-21.1615,0.000000,1
3276,1.0045,-21.3841,0.000000,1
3277,1.0056,-21.2821,0.000000,1
3278,1.0031,-21.5254,0.000000,1
3279,1.0025,-21.5812,0.000000,1
3280,1.0078,-20.4059,0.000000,1
3281,0.9964,-17.5198,0.000000,1
3282,0.9961,-17.6169,0.000000,1
3283,1.0124,-25.6713,0.000000,1
3284,0.9988,-25.1811,0.000000,1
3300,1.0165,-26.0895,0.000000,1
3301,1.0179,-25.7403,0.000000,1
3302,1.0119,-27.1094,0.000000,1
3303,1.0141,-25.3682,0.000000,1
3304,0.9859,-30.0740,0.000000,1
3305,1.0175,-25.4748,0.000000,1
3306,1.0031,-27.3646,0.000000,1
3307,0.9892,-25.2822,0.000000,1
3308,0.9836,-26.6178,0.000000,1
3309,0.9688,-27.5343,0.000000,1
3310,0.9813,-24.8287,0.000000,1
3311,0.9858,-26.0924,0.000000,1
3313,0.9720,-23.5195,0.000000,1
3314,0.9500,-26.7620,0.000000,1
3316,0.9898,-25.6646,0.000000,1
3317,0.9805,-24.9446,0.000000,1
3321,1.0038,-5.9834,0.000000,1
3322,0.9907,-8.7975,0.000000,1
3323,1.0068,-5.7656,0.000000,1
3324,1.0077,-28.2427,0.000000,1
3325,0.9797,-27.6429,0.000000,1
3329,0.9739,-16.7020,0.000000,1
3330,0.9880,-24.6809,0.000000,1
3332,0.9815,-24.9307,0.000000,1
3333,1.0081,-24.6565,0.000000,1
3337,1.0104,-24.4960,0.000000,1
3338,1.0041,-5.9739,0.000000,1
3339,0.9877,-24.8377,0.000000,1
3340,1.0497,-29.6710,0.000000,1
3341,1.0031,-6.0660,0.000000,1
3342,1.0263,-26.8586,0.000000,1
3343,1.0357,-26.7639,0.000000,1
3344,1.0103,-24.9419,0.000000,1
3345,1.0035,-26.7145,0.000000,1
3348,0.9976,-27.4624,0.000000,1
3349,0.9948,-6.4631,0.000000,1
3383,1.0511,-14.3212,0.000000,1
3384,0.9845,-14.6074,0.000000,1
3385,1.0099,-9.1774,0.000000,1
3386,1.0099,-9.1774,0.000000,1
3387,1.0099,-9.1774,0.000000,1
3388,1.0099,-9.1774,0.000000,1
3389,1.0238,-9.1405,0.000000,1
3390,1.0264,-11.1369,0.000000,1
3391,1.0264,-11.1369,0.000000,1
3392,1.0264,-11.1369,0.000000,1
3393,1.0264,-11.1369,0.000000,1
3394,1.0144,-27.7048,0.000000,1
3395,1.0146,-27.7001,0.000000,1
3396,1.0175,-8.1669,0.000000,1
3397,1.0157,-8.1669,0.000000,1
3401,1.0092,-27.2632,0.000000,1
3402,0.9970,-24.9660,0.000000,1
3403,0.9885,-27.5799,0.000000,1
3404,0.9895,-25.0251,0.000000,1
3405,0.9847,-23.8214,0.000000,1
3406,0.9845,-23.8331,0.000000,1
3407,1.0059,-25.2938,0.000000,1
3408,1.0164,-26.6436,0.000000,1
3409,0.9984,-33.5142,0.000000,1
3411,0.9603,-27.5483,0.000000,1
3414,1.0069,-24.1224,0.000000,1
3415,1.0259,-29.0085,0.000000,1
3417,1.0293,-24.6021,0.000000,1
3418,1.0095,-24.4457,0.000000,1
3420,0.9953,-24.1449,0.000000,1
3421,0.9784,-18.6790,0.000000,1
3422,1.0120,-28.7051,0.000000,1
3423,0.9792,-8.3791,0.000000,1
3427,1.0028,-9.8576,0.000000,1
3428,1.0500,-28.0842,0.000000,1
3432,1.0735,-5.7272,0.000000,1
3433,1.0262,-5.7351,0.000000,1
3434,1.0252,-5.7375,0.000000,1
3435,1.0081,-31.3033,0.000000,1
3436,1.0084,-30.1912,0.000000,1
3437,1.0081,-31.3032,0.000000,1
3441,1.0167,-27.0770,0.000000,1
3442,0.9911,-22.1666,0.000000,1
3443,1.0049,-31.4576,0.000000,1
3444,1.0048,-31.4592,0.000000,1
3445,1.0097,-31.8605,0.000000,1
3446,0.9949,-22.2757,0.000000,1
3447,1.0025,-25.3165,0.000000,1
3455,1.0114,-27.1392,0.000000,1
3456,1.0499,19.8332,0.000000,1
3459,0.9878,-16.3024,0.000000,1
3461,0.9964,-25.6427,0.000000,1
3462,0.9503,-19.0268,0.000000,1
3463,0.9504,-19.0264,0.000000,1
3465,0.9984,-30.9175,0.000000,1
3467,1.0008,-30.3038,0.000000,1
3471,1.0042,-22.9371,0.000000,1
3472,0.9948,-23.9787,0.000000,1
3474,1.0318,-24.1802,0.000000,1
3475,1.0061,-33.7892,0.000000,1
3476,1.0062,-30.1278,0.000000,1
3477,1.0299,-24.4822,0.000000,1
3478,1.0228,-22.9632,0.000000,1
3481,1.0143,-27.3949,0.000000,1
3482,0.9996,-26.3710,0.000000,1
3483,1.0285,-27.8686,0.000000,1
3484,1.0284,-24.7671,0.000000,1
3485,1.0098,-30.3527,0.000000,1
3486,1.0064,-31.8457,0.000000,1
3487,1.0284,-24.7670,0.000000,1
3488,1.0284,-24.7671,0.000000,1
3489,1.0284,-24.7670,0.000000,1
3490,1.0284,-24.7671,0.000000,1
3491,1.0284,-24.7670,0.000000,1
3492,1.0284,-24.7671,0.000000,1
3493,1.0112,-34.6909,0.000000,1
3495,1.0098,-30.3520,0.000000,1
3496,1.0183,-33.8840,0.000000,1
3497,1.0284,-24.7670,0.000000,1
3498,1.0284,-24.7671,0.000000,1
3499,1.0284,-24.7670,0.000000,1
3501,0.9818,-7.6296,0.000000,1
3502,1.0260,-10.0001,0.000000,1
3503,0.9729,-20.4351,0.000000,1
3504,0.9815,-26.6618,0.000000,1
3505,1.0020,-20.9367,0.000000,1
3507,1.0357,-24.7024,0.000000,1
3508,1.0346,-34.3899,0.000000,1
3509,0.9852,-31.6677,0.000000,1
3511,1.0309,-32.0706,0.000000,1
3512,1.0353,-25.1183,0.000000,1
3515,1.0123,-5.3967,0.000000,1
3516,0.9730,-20.4286,0.000000,1
3517,0.9732,-20.4111,0.000000,1
3518,0.9807,-8.2436,0.000000,1
3519,0.9852,-21.1503,0.000000,1
3521,0.9797,-26.1417,0.000000,1
3524,0.9763,5.1655,0.000000,2
3525,0.9763,5.1655,0.000000,2
3526,1.0048,-18.9744,0.000000,1
3527,1.0048,-18.9744,0.000000,1
3528,1.0128,-8.2953,0.000000,1
3529,1.0128,-8.2953,0.000000,1
3530,1.0325,-9.9838,0.000000,1
3531,1.0325,-9.9838,0.000000,1
3532,1.0325,-9.9838,0.000000,1
3533,1.0325,-9.9838,0.000000,1
3534,0.9739,-13.6127,0.000000,1
3535,0.9739,-13.6127,0.000000,1
3536,1.0500,-8.3355,0.000000,1
3552,0.9809,-23.7253,0.000000,1
3553,0.9827,-23.5007,0.000000,1
3576,1.0013,-11.7353,0.000000,1
3579,1.0325,-30.2631,0.000000,1
3580,1.0151,-20.9116,0.000000,1
3581,1.0469,-21.9427,0.000000,1
3582,1.0435,-20.5373,0.000000,1
3583,1.0265,-27.8364,0.000000,1
3584,0.9908,-19.8675,0.000000,1
3585,1.0174,-35.0272,0.000000,1
3586,1.0452,-29.5810,0.000000,1
3587,1.0256,-23.8815,0.000000,1
3588,1.0340,-29.4830,0.000000,1
3589,1.0405,-25.9197,0.000000,1
3590,1.0403,-25.9318,0.000000,1
3591,1.0498,-22.2327,0.000000,1
3592,0.9907,-19.8660,0.000000,1
3593,1.0357,-31.9282,0.000000,1
3594,0.9986,-37.9131,0.000000,1
3595,1.0280,-35.1718,0.000000,1
3596,0.9778,-34.8129,0.000000,1
3597,1.0500,-31.5815,0.000000,1
3598,1.0500,-28.0379,0.000000,1
3599,0.9927,-31.9260,0.000000,1
3601,0.9994,-22.4925,0.000000,1
3602,0.9899,-24.8964,0.000000,1
3603,1.0177,-20.2080,0.000000,1
3604,0.9956,-19.4236,0.000000,1
3605,0.9904,-20.4903,0.000000,1
3607,0.9801,-16.9606,0.000000,1
3608,1.0143,-19.1266,0.000000,1
3609,1.0066,-19.9343,0.000000,1
3611,0.9912,-16.2225,0.000000,1
3612,1.0014,-18.8515,0.000000,1
3613,1.0024,-18.1957,0.000000,1
3614,1.0193,-17.7835,0.000000,1
3615,1.0186,-18.2093,0.000000,1
3616,1.0183,-19.5933,0.000000,1
3617,1.0079,-17.8206,0.000000,1
3619,1.0385,-18.4383,0.000000,1
3620,0.9957,-17.3264,0.000000,1
3621,1.0500,-18.8561,0.000000,1
3622,1.0319,-13.0232,0.000000,1
3625,0.9984,-16.4527,0.000000,1
3626,1.0096,-17.4105,0.000000,1
3627,1.0325,-25.0861,0.000000,1
3628,1.0441,-23.8984,0.000000,1
3629,1.0214,-11.1055,0.000000,1
3630,1.0114,-11.4064,0.000000,1
3631,1.0111,-11.2214,0.000000,1
3632,1.0171,-13.0463,0.000000,1
3634,1.0151,-11.1437,0.000000,1
3635,1.0025,-6.0785,0.000000,1
3638,1.0155,-19.6292,0.000000,1
3639,1.0240,-12.7928,0.000000,1
3640,1.0072,-15.6968,0.000000,1
3641,1.0500,4.5507,0.000000,2
3642,0.9500,23.1115,0.000000,2
3643,1.0000,-16.8882,0.000000,1
3644,1.0005,-16.8413,0.000000,1
3645,1.0279,-17.1419,0.000000,1
3647,1.0187,-15.1639,0.000000,1
3659,1.0048,-16.8282,0.000000,1
3660,1.0125,-11.0383,0.000000,1
3666,1.0049,-16.4741,0.000000,1
3676,0.9827,-15.1720,0.000000,1
3677,0.9862,-5.2128,0.000000,1
3678,1.0050,-10.5241,0.000000,1
3681,1.0308,-14.2580,0.000000,1
3684,1.0064,-24.9947,0.000000,1
3686,1.0006,-9.3457,0.000000,1
3688,0.9651,-2.8167,0.000000,1
3693,1.0096,-1.9516,0.000000,1
3698,1.0464,-6.2959,0.000000,1
3699,1.0562,-4.9126,0.000000,1
3700,1.0115,-5.5289,0.000000,1
3702,0.9600,2.5110,0.000000,1
3703,1.0036,-6.0208,0.000000,1
3706,0.9889,-6.4470,0.000000,1
3708,0.9832,10.3432,0.000000,1
3710,0.9910,-14.4247,0.000000,1
3712,1.0347,-12.1761,0.000000,1
3714,0.9887,-10.1928,0.000000,1
3715,1.0226,-12.1364,0.000000,1
3721,1.0058,-12.8969,0.000000,1
3723,0.9899,-10.6894,0.000000,1
3724,1.0199,-11.9070,0.000000,1
3725,0.9931,-9.4078,0.000000,1
3726,1.0191,-12.0591,0.000000,1
3727,1.0113,-7.0380,0.000000,1
3729,1.0500,-7.6874,0.000000,1
3730,1.0471,-6.9767,0.000000,1
3731,0.9660,-14.0012,0.000000,1
3733,0.9931,-8.6979,0.000000,1
3735,1.0319,-11.9493,0.000000,1
3736,1.0263,-12.3688,0.000000,1
3738,1.0255,-12.4382,0.000000,1
3739,1.0215,-28.4127,0.000000,1
3740,0.9931,-9.4078,0.000000,2
3741,1.0374,-11.6136,0.000000,1
3742,1.0155,-15.9136,0.000000,1
3744,0.9500,12.8337,0.000000,2
3745,1.0266,-2.2103,0.000000,1
3746,0.9660,-14.0082,0.000000,1
3748,1.0144,-17.4730,0.000000,1
3749,0.9896,-17.0219,0.000000,1
3752,0.9728,5.0930,0.000000,1
3753,1.0304,-10.8756,0.000000,1
3754,1.0114,-16.0506,0.000000,1
3757,0.9972,4.6087,0.000000,1
3758,0.9963,4.5259,0.000000,1
3759,0.9823,9.7471,0.000000,1
3760,1.0349,2.6821,0.000000,1
3761,0.9968,1.7114,0.000000,1
3762,0.9500,-29.1283,0.000000,1
3769,1.0062,-15.1050,0.000000,1
3770,1.0370,-1.2780,0.000000,1
3771,0.9777,0.4137,0.000000,1
3772,1.0150,-17.5055,0.000000,1
3773,0.9500,-17.5290,0.000000,1
3774,0.9746,-19.8235,0.000000,1
3775,1.0018,-7.0545,0.000000,1
3776,1.0185,-13.8491,0.000000,1
3777,1.0151,-12.6067,0.000000,1
3778,1.0132,-17.8250,0.000000,1
3779,0.9885,-17.8250,0.000000,1
3781,1.0195,-11.9350,0.000000,1
3782,1.0132,-17.8245,0.000000,1
3783,0.9884,-17.8245,0.000000,1
3785,1.0033,-6.7083,0.000000,1
3787,0.9976,-6.3896,0.000000,1
3789,1.0483,-10.9883,0.000000,1
3795,0.9812,-26.8707,0.000000,1
3796,0.9814,-27.0247,0.000000,1
3797,0.9983,-14.9184,0.000000,1
3801,1.0010,-13.1529,0.000000,1
3802,1.0089,-21.5117,0.000000,1
3803,1.0083,-21.9379,0.000000,1
3804,0.9994,-22.2505,0.000000,1
3805,1.0091,-20.5656,0.000000,1
3806,0.9996,-22.4571,0.000000,1
3807,1.0037,-9.7802,0.000000,1
3808,0.9976,-22.7145,0.000000,1
3809,0.9907,-21.0275,0.000000,1
3810,1.0060,-22.1927,0.000000,1
3811,1.0061,-22.4203,0.000000,1
3812,1.0045,-22.8854,0.000000,1
3813,1.0050,-22.4948,0.000000,1
3814,1.0043,-22.6083,0.000000,1
3815,1.0056,-16.9870,0.000000,1
3816,1.0009,-19.8759,0.000000,1
3817,0.9976,-19.1844,0.000000,1
3818,0.9997,-21.0674,0.000000,1
3819,1.0023,-20.6389,0.000000,1
3820,0.9731,-19.9513,0.000000,1
3821,0.9676,-16.2765,0.000000,1
3822,0.9694,-17.8691,0.000000,1
3823,0.9947,-18.8253,0.000000,1
3824,1.0049,-21.9615,0.000000,1
3825,1.0113,-21.5922,0.000000,1
3826,0.9923,-22.0476,0.000000,1
3827,1.0500,-0.3334,0.000000,1
3828,0.9664,-14.8439,0.000000,1
3829,0.9715,-17.0405,0.000000,1
3830,0.9824,-22.7653,0.000000,1
3831,0.9727,-17.0681,0.000000,1
3832,0.9922,-9.7437,0.000000,1
3833,1.0095,-20.8718,0.000000,1
3834,1.0039,-22.5497,0.000000,1
3835,1.0052,-22.5618,0.000000,1
3836,0.9704,-19.0886,0.000000,1
3837,1.0001,-21.9439,0.000000,1
3838,0.9970,-21.0954,0.000000,1
3839,0.9811,-0.3391,0.000000,1
3840,0.9741,5.2582,0.000000,1
3841,1.0096,-22.8738,0.000000,1
3842,1.0102,-25.1110,0.000000,1
3843,1.0169,-24.0894,0.000000,1
3844,0.9909,-23.1741,0.000000,1
3845,0.9932,-22.4350,0.000000,1
3846,0.9830,-20.7976,0.000000,1
3847,1.0159,-25.5125,0.000000,1
3848,1.0209,-23.5212,0.000000,1
3849,1.0144,-23.8507,0.000000,1
3850,1.0413,18.8719,0.000000,1
3851,1.0032,-24.2854,0.000000,1
3852,1.0034,-24.3174,0.000000,1
3853,0.9960,-23.8674,0.000000,1
3854,1.0004,-23.3960,0.000000,1
3855,0.9952,-23.9410,0.000000,1
3856,0.9899,-29.2235,0.000000,1
3857,0.9749,-15.3017,0.000000,1
3858,1.0012,-25.9329,0.000000,1
3859,0.9911,-28.7797,0.000000,1
3860,1.0086,-24.0863,0.000000,1
3861,1.0199,-23.1201,0.000000,1
3862,1.0030,-24.3036,0.000000,1
3863,0.9809,-0.7015,0.000000,1
3864,0.9877,-21.5756,0.000000,1
3865,1.0159,-23.7300,0.000000,1
3866,0.9500,-12.9704,0.000000,1
3867,0.9754,-11.0254,0.000000,1
3868,0.9819,-29.4582,0.000000,1
3869,0.9981,-23.6818,0.000000,1
3871,1.0171,-23.7998,0.000000,1
3873,1.0011,-24.4647,0.000000,1
3874,0.9919,-7.1453,0.000000,1
3875,0.9802,-2.2032,0.000000,1
3876,0.9779,0.5846,0.000000,1
3877,0.9576,-1.7385,0.000000,1
3878,0.9663,-4.5295,0.000000,1
3879,0.9652,-9.0489,0.000000,1
3880,0.9528,-9.7712,0.000000,1
3881,1.0086,2.6818,0.000000,1
