ID_Gerador,Pot_Ativa_pu,Pot_Reativa_pu
91,0.0380,0.0000
92,0.0050,0.0000
93,0.1000,0.0000
94,0.0000,0.0000
95,0.1750,0.0000
96,0.1800,NaN
97,0.0630,NaN
98,0.0000,NaN
99,0.3000,0.0000
100,0.0160,0.0000
101,0.0170,0.0000
102,0.0000,NaN
103,0.1980,-0.0371
104,0.0010,0.0000
105,0.0010,0.0000
106,0.0000,NaN
107,0.3722,-0.0088
108,0.0430,0.0000
109,0.0229,-0.0119
110,0.0510,0.0000
111,0.0150,0.0000
112,0.0000,NaN
113,0.2570,0.0000
114,0.0000,NaN
115,0.0000,NaN
116,0.0000,NaN
117,0.0010,0.0000
118,0.4750,0.0000
119,0.0840,0.0000
120,0.1871,-0.0011
121,1.6300,NaN
122,0.1366,-0.0443
123,0.2428,-0.0633
124,0.0640,0.0000
125,0.0000,NaN
126,0.0000,NaN
127,0.1320,0.0000
128,0.4110,-0.0793
129,0.0010,0.0000
130,0.0010,0.0000
131,0.1160,0.0000
132,0.4440,0.0000
133,0.0000,NaN
134,0.2356,-0.0632
135,0.0020,0.0000
136,0.3049,-0.0793
137,0.2070,0.0000
138,0.0000,NaN
139,0.1200,0.0000
140,0.0000,NaN
141,0.0180,0.0000
142,0.0200,0.0000
143,0.2744,-0.0822
144,0.3000,0.1280
145,0.3603,-0.0758
146,0.3197,-0.1000
147,0.1210,0.0000
148,0.0000,NaN
149,0.3141,-0.1600
150,0.0760,0.0000
151,0.5300,NaN
152,0.0000,NaN
153,54.8200,NaN
154,0.3200,NaN
155,0.1633,-0.0740
156,0.0000,NaN
157,10.1700,NaN
158,0.0010,0.0000
159,11.0500,NaN
160,0.0630,0.0000
161,0.0190,0.0000
162,0.1200,NaN
163,0.0010,0.0000
164,3.8100,NaN
165,1.0000,NaN
166,0.3070,0.0000
167,0.2593,-0.0205
168,0.0040,0.0000
169,0.0060,0.0000
170,0.7467,-0.0517
171,0.3644,-0.0098
172,0.0010,0.0000
173,3.9800,NaN
174,0.0010,0.0000
175,0.0010,0.0000
176,0.0650,0.0000
177,0.0110,0.0000
178,0.0690,0.0000
179,0.0090,0.0000
180,0.3540,0.0000
181,0.0010,0.0000
182,0.0290,0.0000
183,0.0480,0.0000
184,0.3500,NaN
185,1.9000,0.0000
186,0.2259,0.0086
187,0.2673,-0.0636
188,0.0490,0.0000
189,2.2600,NaN
190,0.0000,NaN
191,6.9000,NaN
192,0.0800,-0.0060
193,0.0000,NaN
194,0.0060,0.0000
195,0.0000,NaN
196,0.2940,0.0170
197,0.0010,0.0000
198,0.0000,NaN
199,0.0000,NaN
200,0.0150,0.0000
201,0.0010,0.0000
202,0.3950,-0.1990
203,0.0000,NaN
204,5.1000,NaN
205,0.0120,0.0000
206,0.0000,NaN
207,1.1200,0.0000
208,0.0050,0.0000
209,1.1940,NaN
210,0.0040,0.0000
211,0.8370,-0.0887
212,0.0010,0.0000
213,0.1250,NaN
214,0.0280,0.0000
215,0.8400,NaN
216,0.0010,0.0000
217,0.3111,-0.1150
218,0.4019,-0.1340
219,0.0070,0.0000
220,0.0240,0.0000
221,1.8000,NaN
222,2.0400,NaN
223,0.8800,NaN
224,0.0210,0.0000
225,0.0030,0.0000
226,0.0400,0.0080
227,14.1100,NaN
228,0.7413,-0.0530
229,0.1320,-0.0240
230,0.0000,NaN
231,0.1080,0.0000
232,0.0000,NaN
233,0.2838,-0.0003
234,0.0010,0.0000
235,0.1250,0.0000
236,0.0110,0.0000
237,0.3118,0.0074
238,0.0060,0.0000
239,0.0640,0.0000
240,0.0010,0.0000
241,0.3267,-0.0594
242,0.0000,NaN
243,0.0010,0.0000
244,0.0180,0.0000
245,0.1188,-0.0307
246,0.0000,NaN
247,0.0100,0.0000
248,0.0000,NaN
249,0.0000,NaN
250,0.2494,-0.1100
251,0.3385,-0.1070
252,0.0000,NaN
253,0.0000,NaN
254,0.1815,-0.0139
255,0.0320,0.0000
256,0.1890,0.0000
257,7.2800,NaN
258,0.3100,NaN
259,0.0140,0.0000
260,0.0600,0.0000
261,0.4200,NaN
262,0.0400,0.0000
263,22.5300,NaN
264,0.0270,0.0000
265,0.0001,0.0000
266,0.0010,0.0000
267,0.0240,0.0000
268,0.1362,-0.0733
269,1.3000,NaN
270,0.0020,0.0000
271,0.1800,NaN
272,0.1100,0.0000
273,0.1990,0.0000
274,0.0010,0.0000
275,0.0120,0.0000
276,0.0000,NaN
277,0.0290,0.0000
278,0.2250,0.0000
279,0.1914,0.0062
280,0.0250,0.0000
281,3.3000,NaN
282,0.0320,0.0000
283,0.0010,0.0000
284,0.2020,0.0110
285,0.3735,-0.1550
286,0.0040,0.0010
287,0.0020,0.0000
288,0.0000,NaN
289,0.0000,NaN
290,0.1271,-0.1270
291,0.0110,0.0000
292,0.3630,-0.1540
293,0.0040,0.0000
294,0.0000,NaN
295,0.1943,-0.0839
296,0.0594,0.0592
297,0.0000,NaN
298,0.1000,0.0000
299,0.1518,-0.0172
300,0.0010,0.0000
301,0.3309,-0.1570
302,0.3257,-0.0404
303,0.1980,0.0048
304,0.0000,NaN
305,1.2100,NaN
306,0.3465,-0.0802
307,0.0000,NaN
308,2.4300,NaN
309,0.3827,-0.0477
310,0.0020,NaN
311,3.2800,NaN
312,0.0594,-0.0051
313,0.7637,NaN
314,0.1670,0.0000
315,0.2670,0.0000
316,0.0020,0.0040
317,0.0380,0.0000
318,0.5000,NaN
319,0.4573,-0.1420
320,0.0570,0.0000
321,0.0050,0.0000
322,0.5959,-0.1540
323,0.0290,0.0000
324,0.3415,-0.1010
325,0.0901,0.0091
326,0.2910,-0.1810
327,0.0010,0.0000
328,0.0010,0.0000
329,0.0500,0.0000
330,0.0010,0.0000
331,0.0260,0.0000
332,0.6900,NaN
333,0.0030,0.0000
334,0.0650,0.0300
335,0.0450,0.0000
336,0.0280,0.0000
337,0.0445,-0.0444
338,1.2000,NaN
339,0.1214,-0.0431
340,0.3267,-0.0550
341,0.0450,0.0000
342,0.1870,0.0000
343,0.4158,-0.0931
344,0.1500,0.0000
345,0.0010,0.0000
346,0.4600,NaN
347,0.0040,0.0000
348,0.3920,-0.2020
349,0.0998,-0.0218
350,0.1633,-0.0860
351,0.0000,NaN
352,3.4900,NaN
353,0.0000,NaN
354,0.1663,0.0106
355,0.0010,0.0000
356,0.0000,NaN
357,0.4752,-0.0021
358,0.0000,NaN
359,0.0060,0.0000
360,0.0000,NaN
361,0.0010,0.0000
362,1.9000,NaN
363,0.3540,0.0000
364,0.3564,-0.0406
365,0.2970,0.0200
366,0.6300,NaN
367,0.0000,NaN
368,8.0700,NaN
369,0.2630,0.0000
370,0.0000,NaN
371,0.0020,0.0000
372,0.0030,0.0000
373,0.0620,0.0000
374,0.0990,-0.0229
375,0.2858,-0.0783
376,0.0010,0.0000
377,0.3712,-0.0383
378,1.9400,NaN
379,0.1400,0.0000
380,0.0200,0.0000
381,0.2950,0.0000
382,0.0060,0.0000
383,0.3415,-0.2100
384,0.0942,-0.0207
385,0.0110,0.0000
386,0.0200,0.0010
387,0.1486,-0.0544
388,0.0160,0.0000
389,0.2732,-0.0655
390,0.2970,-0.0458
391,0.8300,NaN
392,0.3742,0.0125
393,0.6514,0.1300
394,0.0010,0.0000
395,0.2112,-0.0277
396,0.7360,0.0000
397,0.2810,0.0000
398,9.5890,NaN
399,0.0000,NaN
400,0.3400,NaN
401,0.3207,-0.0355
402,0.1730,0.0000
403,1.1010,0.0000
404,0.0060,0.0000
405,0.2700,-0.0347
406,0.0230,0.0069
407,0.0000,NaN
408,0.0890,0.0000
409,0.0010,0.0000
410,0.0000,NaN
411,0.0010,0.0000
412,0.0010,0.0000
413,0.0010,0.0000
414,0.0000,NaN
415,0.0010,0.0000
416,0.0000,NaN
417,0.0850,0.0000
418,1.0300,NaN
419,0.0240,0.0030
420,0.0050,0.0000
421,0.3085,-0.1090
422,0.2376,0.0032
423,0.1980,-0.0030
424,0.1633,0.0018
425,1.2450,NaN
426,0.0010,0.0000
427,0.0070,0.0000
428,0.0030,0.0000
429,0.0010,0.0000
430,0.4400,NaN
431,0.6201,0.0294
432,0.0120,0.0000
433,0.0396,-0.0043
434,2.8400,NaN
435,0.6195,0.0292
436,0.3500,NaN
437,0.0060,0.0000
438,0.0220,0.0000
439,0.2838,-0.0016
440,0.1210,0.0000
441,0.0270,0.0000
442,0.3900,-0.3120
443,0.0000,NaN
444,0.0120,0.0000
445,0.1570,0.0000
446,0.3465,-0.0579
447,0.0110,0.0000
448,0.4950,0.0000
449,0.3300,NaN
450,0.3326,-0.0300
451,0.0110,0.0000
452,0.0000,NaN
453,1.9600,NaN
454,0.1600,0.0000
455,0.1120,0.0000
456,0.2150,0.0000
457,0.1992,-0.0315
458,0.1520,0.0000
459,0.0000,NaN
460,0.4400,NaN
461,0.1680,0.0000
462,0.3478,-0.0082
463,0.0700,0.0000
464,0.0120,0.0000
465,0.0220,0.0000
466,1.1960,NaN
467,0.2673,-0.0297
468,0.1320,0.0000
469,0.0980,0.0000
470,0.1163,-0.0183
471,13.3000,NaN
472,0.4603,0.0123
473,0.1100,NaN
474,0.0300,0.0000
475,0.0010,0.0000
476,0.0140,0.0000
477,1.5200,0.2170
478,0.3267,-0.0612
479,14.0400,NaN
480,0.0270,0.0000
481,0.0010,0.0000
482,0.4019,-0.1950
483,0.0000,NaN
484,0.0030,0.0000
485,0.2680,-0.0551
486,0.0120,0.0000
487,0.0000,NaN
488,0.0070,0.0000
489,0.0010,0.0000
490,0.1110,0.0330
491,0.0180,0.0000
492,0.1801,-0.0361
493,0.3085,-0.1090
494,0.5170,-0.0508
495,0.0640,0.0000
496,0.0020,0.0000
497,0.0040,0.0000
498,0.0858,-0.0178
499,0.0010,0.0000
500,0.0000,NaN
501,1.0000,NaN
502,0.2770,0.0000
503,0.0010,0.0000
504,0.1170,NaN
505,0.3267,-0.2050
506,0.3082,-0.1130
507,0.0561,-0.0922
508,0.6000,NaN
509,0.1380,0.0000
510,0.4950,-0.1080
511,0.0000,NaN
512,0.0040,0.0000
513,0.0000,NaN
514,0.5989,-0.1660
515,1.5000,0.6390
516,0.0990,NaN
517,0.5009,0.0000
518,0.4019,-0.1920
519,0.0280,0.0000
520,0.0020,0.0000
521,0.0320,0.0000
522,0.0198,-0.0016
523,0.0120,0.0000
524,0.0540,0.0000
525,0.0000,NaN
526,0.0010,0.0000
527,1.2000,NaN
528,0.3590,0.0000
529,0.2659,-0.1770
530,0.0010,0.0000
531,0.0000,NaN
532,0.0010,0.0000
533,0.1380,0.0000
534,0.0700,0.0000
535,0.0343,-0.0140
536,0.0000,NaN
537,0.2410,NaN
538,0.3200,NaN
539,0.1440,0.0000
540,0.2402,-0.0122
541,0.0000,NaN
542,0.2401,-0.0644
543,0.0010,0.0000
544,0.0010,0.0000
545,0.0000,NaN
546,0.0110,0.0000
547,0.1848,-0.0372
548,0.0100,0.0000
549,0.0000,NaN
550,1.2150,NaN
551,0.0250,0.0000
552,0.6400,NaN
553,0.0020,0.0000
554,0.0000,NaN
555,0.0891,-0.0171
556,1.9700,NaN
557,0.1280,NaN
558,0.9100,NaN
559,4.9800,NaN
560,0.0010,0.0000
561,0.0000,NaN
562,0.0000,NaN
563,6.1900,NaN
564,0.0010,0.0000
565,0.3267,-0.0416
566,0.0720,0.0000
567,0.0000,NaN
568,0.0180,0.0050
569,0.0240,0.0000
570,0.0000,NaN
571,0.4800,NaN
572,0.0710,0.0000
573,0.1240,0.0000
574,0.3317,0.0057
575,0.4019,-0.0518
576,0.0490,0.0000
577,10.4800,NaN
578,0.2112,0.0195
579,0.0250,0.0000
580,0.0010,0.0000
581,0.2546,-0.0075
582,0.0675,-0.0265
583,0.0020,0.0000
584,0.2079,-0.0671
585,0.1336,-0.0570
586,0.1460,0.0000
587,0.0180,0.0000
588,0.3682,-0.0101
589,0.0910,0.0000
590,0.3049,-0.1060
591,0.0000,0.0000
592,0.4040,0.1100
593,0.0150,-0.0010
594,0.0430,0.0000
595,0.0858,-0.0236
596,0.0400,0.0000
597,0.1000,0.0000
598,0.1120,0.0000
599,0.0010,0.0000
600,0.1250,NaN
601,0.0500,NaN
602,0.0060,0.0000
603,0.0020,0.0000
604,0.0710,0.0000
605,1.9000,NaN
606,0.0580,0.0000
607,0.4400,0.0000
608,0.0420,0.0000
609,0.0000,NaN
610,0.0320,0.0000
611,0.0210,0.0000
612,0.0040,0.0000
613,0.2636,-0.1810
614,3.7800,NaN
615,0.3207,-0.0631
616,0.0000,NaN
617,0.2244,-0.0426
618,0.0000,NaN
619,0.0960,0.0000
620,0.0030,0.0000
621,0.0990,-0.0337
622,0.0000,NaN
623,0.0250,0.0000
624,0.2380,NaN
625,0.0000,NaN
626,0.0010,0.0000
627,0.2838,0.0011
628,0.0000,NaN
629,0.1455,-0.0171
630,0.0630,0.0190
631,1.8000,NaN
632,0.0000,NaN
633,0.0000,NaN
634,0.0891,-0.0154
635,0.0343,-0.0302
636,0.0440,0.0000
637,0.0000,NaN
638,0.0080,0.0000
639,0.0270,0.0040
640,0.0000,NaN
641,0.0040,0.0000
642,1.7800,NaN
643,0.1840,0.0000
644,0.2130,0.0000
645,0.3049,-0.1300
646,0.1100,0.0000
647,0.2702,-0.0349
648,0.3030,0.0000
649,0.0530,0.0000
650,0.1870,0.0000
651,0.0010,0.0000
652,0.0270,0.0000
653,3.9000,NaN
654,0.3197,-0.1020
655,0.0140,0.0000
656,0.0030,0.0000
657,0.1920,0.0000
658,0.7900,NaN
659,0.0000,NaN
660,0.4217,-0.1540
661,1.0810,0.0000
662,0.0010,0.0000
663,1.1610,0.0978
664,0.5266,-0.2270
665,1.5100,NaN
666,0.0770,0.0000
667,0.0000,NaN
668,0.0010,0.0000
669,0.9070,-0.1000
670,0.0000,NaN
671,0.4760,-0.0517
672,0.2520,0.0000
673,16.8000,NaN
674,0.5346,-0.0561
675,0.0000,NaN
676,0.2000,NaN
677,0.2850,0.0000
678,0.0000,NaN
679,0.0250,0.0000
680,1.2100,NaN
681,0.4950,-0.0638
682,0.0000,NaN
683,0.2200,0.0000
684,0.0010,0.0000
685,0.0240,0.0000
686,0.8200,NaN
687,0.0150,0.0000
688,0.3960,-0.0948
689,0.0000,NaN
690,0.0020,0.0000
691,12.6000,NaN
692,0.0000,NaN
693,5.7200,NaN
694,0.0840,0.0000
695,0.0010,0.0000
696,0.2910,-0.1590
697,0.1742,-0.0440
698,0.0440,NaN
699,0.0000,NaN
700,0.0420,0.0000
701,0.3220,0.0000
702,0.3267,-0.1150
703,0.0780,NaN
704,0.0000,0.0040
705,0.0000,NaN
706,0.0000,NaN
707,0.0010,0.0000
708,0.2808,-0.1040
709,0.3049,0.0077
710,0.0010,0.0000
711,0.0100,0.0000
712,0.4345,-0.1190
713,0.3712,-0.1200
714,0.2732,-0.0762
715,0.0000,NaN
716,0.0030,0.0000
717,0.4791,-0.0835
718,0.0000,NaN
719,0.0310,0.0000
720,0.4900,NaN
721,0.2979,0.0018
722,0.4276,-0.0665
723,0.2524,-0.0908
724,0.0020,0.0000
725,0.0010,0.0000
726,0.0360,0.0000
727,0.0000,NaN
728,0.0000,NaN
729,0.6700,NaN
730,0.0000,NaN
731,0.4296,-0.1130
732,0.0000,NaN
733,0.0190,0.0000
734,0.3742,0.0129
735,0.3200,NaN
736,0.0000,NaN
737,0.0000,NaN
738,0.0000,NaN
739,0.0260,0.0000
740,0.0010,0.0000
741,0.0000,NaN
742,0.0910,0.0000
743,0.0000,NaN
744,3.3000,NaN
745,0.0000,NaN
746,0.1920,0.0000
747,0.1660,NaN
748,1.0800,NaN
749,0.0000,NaN
750,0.7384,NaN
751,0.0070,0.0000
752,0.0030,0.0000
753,0.1140,0.0000
754,0.0930,0.0000
755,1.1960,NaN
756,0.1170,0.0000
757,0.8690,-0.1130
758,0.2702,-0.0538
759,0.0010,0.0000
760,0.1742,-0.0402
761,0.0020,0.0000
762,0.0010,0.0000
763,0.0200,0.0000
764,0.0110,0.0000
765,0.0350,0.0000
766,0.2524,-0.1020
767,24.5700,NaN
768,0.0000,NaN
769,0.0800,0.0000
770,0.3682,-0.1560
771,0.1430,0.0000
772,0.4200,NaN
773,0.0630,-0.0266
774,0.5959,-0.1430
775,0.1900,0.0000
776,0.0000,NaN
777,0.1782,-0.0391
778,0.2702,-0.0263
779,0.0100,0.0000
780,0.0000,NaN
781,0.0050,0.0000
782,0.0130,0.0000
783,0.0561,-0.0123
784,0.4125,-0.0025
785,0.0040,0.0000
786,1.0000,NaN
787,0.0140,0.0040
788,0.1524,-0.0788
789,0.1930,0.0000
790,0.4455,0.0113
791,0.0890,0.0000
792,1.7200,NaN
793,0.0300,0.0000
794,0.0000,NaN
795,0.0160,0.0000
796,0.0060,0.0000
797,0.0530,0.0000
798,3.3100,NaN
799,0.2100,0.0000
800,0.0350,0.0000
801,0.0010,0.0000
802,0.0000,NaN
803,0.3659,-0.2620
804,0.1160,0.0000
805,2.1000,NaN
806,3.7000,NaN
807,0.0950,0.0000
808,0.0640,0.0000
809,0.0010,0.0000
810,0.1920,0.0000
811,1.0200,NaN
812,0.1821,0.0054
813,0.1800,NaN
814,0.0260,0.0000
815,0.0000,NaN
816,0.0010,0.0000
817,0.7900,NaN
818,0.4851,0.1078
819,0.0000,0.1573
820,0.4500,0.0010
821,0.5049,-0.0093
822,0.2000,0.0000
823,0.3118,-0.0813
824,0.2500,0.0000
825,0.0000,NaN
826,0.3085,-0.1120
827,0.3234,-0.0292
828,0.0040,0.0000
829,0.2633,-0.0751
830,0.7200,NaN
831,0.0010,0.0000
832,0.3630,-0.1510
833,0.1200,NaN
834,0.8040,NaN
835,0.0070,0.0010
836,0.1110,0.0000
837,0.0000,NaN
838,0.2580,0.0000
839,0.0010,0.0000
840,0.0980,0.0000
841,0.3385,-0.1040
842,0.0000,NaN
843,0.3877,-0.0052
844,0.2960,0.0340
845,0.0660,0.0000
846,0.0490,0.0000
847,0.0000,NaN
848,0.0000,NaN
849,0.0000,NaN
850,0.0010,0.0000
851,0.0000,NaN
852,0.0818,-0.0184
853,0.0210,0.0000
854,0.0010,0.0000
855,0.0010,0.0000
856,0.1610,0.0000
857,0.1650,0.0000
858,0.8640,-0.0013
859,0.0010,0.0000
860,0.0010,0.0000
861,0.0170,0.0000
862,0.1210,0.0000
863,0.0100,0.0000
864,0.4455,0.0109
865,0.0050,0.0000
866,0.0340,0.0000
867,0.0670,0.0000
868,0.0000,NaN
869,0.0480,0.0000
870,0.3762,-0.1540
871,0.0060,0.0000
872,0.0230,0.0000
873,0.1800,0.0000
874,0.1250,0.0330
875,0.0920,0.0000
876,0.0010,0.0000
877,0.0060,0.0000
878,0.2970,-0.1840
879,0.2058,NaN
880,0.1710,0.0000
881,0.1330,NaN
882,0.0000,NaN
883,0.0010,0.0000
884,0.0130,0.0000
885,0.1720,0.0000
886,0.0000,NaN
887,3.5740,NaN
888,0.0100,0.0000
889,0.0270,0.0000
890,1.3100,NaN
891,0.0000,NaN
892,0.3100,NaN
893,0.0000,NaN
894,0.3564,-0.1050
895,0.0000,NaN
896,7.9700,NaN
897,0.0000,NaN
898,0.0300,0.0000
899,0.0000,NaN
900,0.0500,0.0000
901,0.0010,0.0000
902,15.4000,NaN
903,2.9100,NaN
904,1.3100,NaN
905,0.0040,0.0000
906,0.0470,0.0000
907,0.0010,0.0000
908,8.3100,NaN
909,0.0530,0.0000
910,0.0858,-0.0244
911,1.2900,NaN
912,0.4092,-0.0080
913,0.1510,NaN
914,0.3465,-0.0304
915,6.9000,NaN
916,0.3200,NaN
917,0.0000,NaN
918,0.0000,NaN
919,0.2630,0.0000
920,0.4158,-0.2240
921,0.0060,0.0020
922,0.2700,-0.0294
923,0.2504,-0.1020
924,0.0000,NaN
925,1.1700,NaN
926,0.0420,0.0000
927,0.0010,0.0000
928,0.1784,-0.0756
929,0.0891,-0.0152
930,1.0800,-0.0428
931,0.0170,0.0000
932,0.9500,NaN
933,0.0000,NaN
934,0.1524,0.0054
935,0.0900,NaN
936,0.0860,0.0000
937,0.0050,0.0000
938,0.5500,NaN
939,0.2220,0.0000
940,0.0000,0.0000
941,0.3990,0.0000
942,0.1085,-0.0151
943,0.0350,0.0000
944,0.0000,NaN
945,0.0710,0.0000
946,0.0000,NaN
947,0.0901,-0.0124
948,0.1801,-0.1010
949,0.0010,0.0000
950,0.0010,0.0000
951,0.2744,-0.0811
952,0.0010,0.0000
953,0.0010,0.0000
954,0.0396,0.0220
955,0.0100,0.0000
956,0.3310,0.0510
957,0.0000,NaN
958,0.0010,0.0000
959,0.0000,NaN
960,0.0000,NaN
961,0.0060,0.0000
962,0.0010,0.0000
963,0.1593,-0.0100
964,13.9600,NaN
965,0.5817,0.0191
966,0.0010,0.0000
967,0.4320,-0.0060
968,0.6400,NaN
969,0.2970,-0.0850
970,0.0000,NaN
971,0.0040,0.0000
972,0.0020,0.0000
973,0.0010,0.0000
974,0.3742,-0.1160
975,0.4100,NaN
976,3.5400,NaN
977,0.0050,0.0000
978,0.1089,-0.0212
979,0.4370,-0.0236
980,0.0110,0.0000
981,0.0050,0.0000
982,2.0500,NaN
983,0.3009,-0.1040
984,0.0030,0.0000
985,0.0500,NaN
986,0.0240,0.0000
987,0.0060,0.0000
988,0.0000,NaN
989,1.1600,NaN
990,0.0000,NaN
991,0.0610,0.0000
992,0.0010,0.0000
993,0.0010,0.0000
994,0.1760,0.0000
995,0.2838,0.0015
996,0.0130,0.0000
997,0.4705,-0.1690
998,0.0762,-0.0246
999,0.0580,0.0000
1000,0.0070,0.0000
1001,12.1100,NaN
1002,0.1800,NaN
1003,0.0010,0.0000
1004,0.0040,0.0000
1005,0.0010,0.0000
1006,0.0110,0.0000
1007,0.5717,-0.1050
1008,0.9000,NaN
1009,0.0000,0.0010
1010,0.0000,NaN
1011,0.0040,0.0000
1012,0.0000,NaN
1013,0.0000,NaN
1014,0.0380,0.0000
1015,0.3960,-0.3190
1016,0.5500,NaN
1017,0.1010,0.0000
1018,0.8000,NaN
1019,0.0000,NaN
1020,1.5000,NaN
1021,0.0000,NaN
1022,1.6900,NaN
1023,0.2500,0.0000
1024,0.3267,0.0091
1025,1.9000,NaN
1026,1.8510,NaN
1027,0.0000,NaN
1028,0.0030,0.0000
1029,0.4603,-0.0032
1030,0.2880,0.0000
1031,0.0140,0.0000
1032,0.1980,-0.0474
1033,1.1340,-0.1920
1034,0.5035,NaN
1035,0.0030,0.0000
1036,0.2148,-0.0777
1037,0.0220,0.0000
1038,0.6100,NaN
1039,0.2861,-0.1460
1040,0.0790,0.0000
1041,0.3762,-0.1580
1042,0.0860,0.0000
1043,8.7990,NaN
1044,0.0460,NaN
1045,0.0940,0.0000
1046,0.0100,0.0000
1047,0.2286,-0.0637
1048,0.0010,0.0000
1049,0.2960,0.0000
1050,0.0300,0.0000
1051,0.0840,NaN
1052,0.0830,0.0000
1053,0.0210,0.0000
1054,0.1692,0.0027
1055,0.0180,0.0000
1056,0.9400,NaN
1057,0.0000,NaN
1058,0.0360,0.0000
1059,0.2808,-0.1010
1060,1.3100,NaN
1061,1.4660,-0.0893
1062,0.0100,0.0000
1063,0.3900,0.0000
1064,0.0000,NaN
1065,0.7300,NaN
1066,0.0140,0.0000
1067,1.2000,NaN
1068,0.2310,-0.0136
1069,0.0000,NaN
1070,0.0000,NaN
1071,0.0030,0.0000
1072,0.0010,0.0000
1073,0.1120,0.0000
1074,0.0340,0.0000
1075,0.4019,-0.0922
1076,0.0000,NaN
1077,0.0000,NaN
1078,0.2772,-0.0471
1079,0.0320,0.0000
1080,0.0070,0.0000
1081,0.0000,NaN
1082,0.4180,0.0000
1083,0.2227,-0.0742
1084,6.1440,NaN
1085,0.2620,0.0000
1086,0.2970,-0.1210
1087,0.0000,NaN
1088,0.0010,0.0000
1089,0.0720,-0.0075
1090,0.0000,NaN
1091,0.3257,-0.2190
1092,0.0000,NaN
1093,0.2700,-0.0591
1094,0.1410,0.0000
1095,0.0010,0.0000
1096,1.8100,NaN
1097,0.2970,-0.0970
1098,0.3168,0.0255
1099,0.0100,0.0000
1100,0.0000,NaN
1101,3.0800,NaN
1102,0.0440,0.0000
1103,0.2629,-0.0881
1104,0.0430,0.0000
1105,9.5000,NaN
1106,0.0560,0.0000
1107,13.2900,NaN
1108,0.0990,0.0000
1109,0.0060,0.0000
1110,0.6619,0.4072
1111,2.1000,NaN
1112,16.0900,NaN
1113,0.0010,0.0000
1114,0.0010,0.0000
1115,0.0000,NaN
1116,0.2410,0.0000
1117,0.0010,0.0000
1118,0.0000,NaN
1119,0.0060,0.0000
1120,0.0000,NaN
1121,0.2080,0.0000
1122,0.0000,NaN
1123,0.0050,0.0000
1124,0.6000,NaN
1125,0.1782,-0.0869
1126,0.4680,0.0000
1127,0.0170,0.0000
1128,0.0210,0.0000
1129,0.0200,0.0000
1130,0.3194,-0.1420
1131,0.0000,NaN
1132,0.0120,NaN
1133,0.0170,0.0000
1134,0.3564,-0.2500
1135,0.0000,NaN
1136,0.0010,0.0000
1137,0.0390,0.0000
1138,0.6500,NaN
1139,0.0200,0.0000
1140,0.2070,-0.0110
1141,0.0010,0.0000
1142,0.0000,NaN
1143,0.0450,0.0000
1144,0.1960,-0.0256
1145,0.6000,NaN
1146,0.0000,NaN
1147,3.1200,NaN
1148,0.1108,-0.0007
1149,0.0000,0.0000
1150,0.0320,0.0000
1151,0.5266,-0.1110
1152,0.0500,NaN
1153,0.0000,NaN
1154,0.0900,NaN
1155,1.0800,NaN
1156,0.0000,NaN
1157,0.0000,NaN
1158,0.0420,0.0000
