ID_Gerador,Pot_Ativa_pu,Pot_Reativa_pu
1159,0.5100,NaN
1160,0.4900,-0.0370
1161,0.0010,0.0000
1162,0.1795,-0.0514
1163,0.1709,-0.0480
1164,1.4000,NaN
1165,0.0610,0.0000
1166,0.2494,-0.0393
1167,0.0010,0.0000
1168,0.0050,0.0000
1169,0.0010,0.0000
1170,0.0000,NaN
1171,0.0000,NaN
1172,0.6720,0.0000
1173,0.0210,0.0000
1174,0.9600,NaN
1175,7.6100,NaN
1176,0.0060,0.0000
1177,0.5670,-0.0091
1178,0.1080,0.0000
1179,0.0010,0.0000
1180,0.0000,NaN
1181,0.0360,0.0000
1182,0.3877,-0.0052
1183,0.4459,-0.3030
1184,0.1000,0.0000
1185,0.1029,-0.0191
1186,0.2640,0.0000
1187,0.1030,-0.0031
1188,3.8000,NaN
1189,0.0500,NaN
1190,0.0060,0.0000
1191,0.0810,0.0000
1192,0.0380,0.0000
1193,0.0000,NaN
1194,0.0000,NaN
1195,0.0010,0.0000
1196,0.0560,0.0000
1197,0.0080,0.0000
1198,0.0010,0.0000
1199,0.1510,0.0000
1200,2.1000,NaN
1201,13.5000,NaN
1202,0.3465,-0.0594
1203,0.0020,0.0000
1204,0.0320,0.0000
1205,0.0000,NaN
1206,1.1880,0.0401
1207,0.0100,0.0000
1208,0.0200,0.0000
1209,0.0000,NaN
1210,0.2000,NaN
1211,0.0000,NaN
1212,0.3085,-0.1090
1213,0.0180,0.0000
1214,0.3197,-0.1060
1215,0.0752,0.0021
1216,0.1801,-0.0422
1217,0.0140,0.0000
1218,0.3102,-0.1150
1219,0.3085,-0.1100
1220,0.0350,-0.0020
1221,0.0050,0.0000
1222,0.0120,0.0000
1223,0.0040,0.0000
1224,0.2633,-0.1380
1225,1.2900,NaN
1226,0.2629,-0.0793
1227,0.3880,-0.1670
1228,0.0290,0.0000
1229,0.0977,-0.0179
1230,1.4920,NaN
1231,1.3300,NaN
1232,0.1953,-0.0496
1233,0.0000,NaN
1234,0.0020,0.0000
1235,0.6000,NaN
1236,0.0340,0.0000
1237,0.1670,0.0000
1238,0.0000,NaN
1239,0.0030,0.0000
1240,0.0010,0.0000
1241,0.0990,-0.0304
1242,0.0000,NaN
1243,0.2509,-0.1010
1244,0.0380,0.0000
1245,0.0990,-0.0192
1246,0.2560,NaN
1247,0.0010,0.0000
1248,0.0090,0.0010
1249,0.2970,0.0042
1250,0.2673,-0.1240
1251,0.0330,0.0000
1252,0.1730,0.0000
1253,0.2225,-0.0569
1254,0.2494,0.0413
1255,0.0000,NaN
1256,0.0440,0.0000
1257,0.3880,0.0000
1258,0.0010,NaN
1259,0.1504,-0.0002
1260,0.3720,0.0000
1261,0.3712,-0.1090
1262,0.3796,-0.3080
1263,0.0090,0.0000
1264,0.0000,NaN
1265,0.0000,NaN
1266,0.1800,0.0000
1267,0.2694,-0.1130
1268,0.0050,0.0000
1269,0.2520,0.0000
1270,0.1386,-0.0224
1271,0.0250,0.0000
1272,0.3811,-0.0368
1273,0.0340,0.0000
1274,0.0010,0.0000
1275,0.2433,-0.1400
1276,0.0000,NaN
1277,0.0700,NaN
1278,0.0780,0.0000
1279,0.4960,0.0000
1280,0.0880,0.0000
1281,0.2260,-0.0326
1282,0.0110,0.0000
1283,0.0010,0.0000
1284,0.0000,NaN
1285,0.0000,NaN
1286,0.0230,0.0000
1287,0.1085,-0.0054
1288,0.0000,0.0000
1289,0.3385,-0.1110
1290,0.3030,0.0850
1291,0.5170,-0.0393
1292,0.1140,0.0000
1293,0.0010,0.0000
1294,4.0000,NaN
1295,0.0160,0.0000
1296,0.1973,-0.0258
1297,0.1750,0.0000
1298,1.0100,NaN
1299,0.2590,0.0000
1300,0.0080,-0.0030
1301,0.2900,0.0000
1302,0.0090,0.0000
1303,1.2200,NaN
1304,5.3500,NaN
1305,0.0200,0.0000
1306,0.0000,NaN
1307,0.0290,0.0000
1308,3.4600,NaN
1309,0.0010,0.0000
1310,0.1557,-0.0847
1311,0.5115,-0.1520
1312,0.0000,NaN
1313,0.0000,NaN
1314,0.0010,0.0000
1315,1.9400,NaN
1316,0.1650,-0.0474
1317,0.0200,0.0000
1318,0.0610,0.0180
1319,0.0010,0.0000
1320,0.0650,0.0000
1321,0.1660,0.0000
1322,0.3960,-0.1220
1323,0.2810,0.0840
1324,0.3200,NaN
1325,0.1782,-0.0844
1326,0.2060,0.0000
1327,0.0000,NaN
1328,0.0000,NaN
1329,0.1710,0.0000
1330,0.0440,0.0000
1331,0.0000,NaN
1332,0.3460,0.0000
1333,0.0160,0.0000
1334,0.4174,-0.0426
1335,0.1930,NaN
1336,0.7401,-0.0535
1337,0.0640,0.0000
1338,0.0960,0.0000
1339,-13.0943,NaN
1340,0.1160,0.0000
1341,0.0050,0.0000
1342,1.9160,NaN
1343,0.1140,0.0010
1344,0.0010,0.0000
1345,0.0000,NaN
1346,0.0010,0.0000
1347,1.0500,NaN
1348,0.0400,0.0000
1349,0.5500,0.1120
1350,0.0010,0.0000
1351,0.2838,0.0011
1352,0.3742,-0.1070
1353,0.1669,-0.0782
1354,0.0050,0.0000
1355,0.6800,NaN
1356,0.0990,-0.0183
1357,0.7300,NaN
1358,0.1610,-0.0125
1359,0.1820,0.0000
1360,2.3900,NaN
1361,0.1000,0.0000
1362,0.0000,NaN
1363,4.6000,NaN
1364,0.0180,0.0000
1365,0.0200,0.0000
1366,0.1600,-0.1080
1367,0.0924,-0.0177
1368,0.0000,NaN
1369,0.0020,0.0000
1370,0.3069,-0.0437
1371,0.2040,0.0610
1372,0.0000,NaN
1373,2.2200,NaN
1374,0.3267,-0.0557
1375,0.4158,-0.0418
1376,0.0762,-0.0258
1377,0.1600,NaN
1378,1.8500,NaN
1379,0.4950,0.0594
1380,0.0460,0.0000
1381,0.1080,0.0000
1382,0.0420,0.0000
1383,0.1610,0.0000
1384,0.0150,0.0000
1385,0.0140,0.0000
1386,9.0000,NaN
1387,0.1980,-0.0162
1388,0.5600,NaN
1389,0.0310,0.0000
1390,0.1820,NaN
1391,0.0030,0.0000
1392,0.2534,-0.0653
1393,0.0250,0.0000
1394,0.0010,0.0000
1395,0.1821,-0.0464
1396,0.3385,-0.1080
1397,0.3847,-0.0921
1398,0.0010,0.0000
1399,0.0000,NaN
1400,0.0050,0.0000
1401,1.7600,NaN
1402,0.0020,0.0000
1403,0.0000,NaN
1404,0.0870,0.0540
1405,1.2200,NaN
1406,0.0990,0.0000
1407,0.0160,0.0000
1408,0.0200,0.0000
1409,0.0100,0.0000
1410,0.0220,0.0000
1411,0.0050,0.0000
1412,0.0090,0.0000
1413,0.0000,NaN
1414,5.0000,NaN
1415,0.0000,0.0000
1416,0.5500,NaN
1417,3.4100,NaN
1418,0.0170,0.0000
1419,0.1500,0.0000
1420,0.0160,0.0000
1421,0.1267,-0.0312
1422,0.1500,0.0000
1423,0.0010,0.0000
1424,0.0010,0.0000
1425,0.3573,-0.1160
1426,0.5266,-0.2290
1427,0.0000,NaN
1428,0.3451,-0.0673
1429,0.0120,0.0000
1430,0.2138,-0.0620
1431,0.0000,NaN
1432,0.8500,NaN
1433,0.0000,NaN
1434,0.1980,-0.0643
1435,0.0000,NaN
1436,0.0090,0.0000
1437,0.0010,0.0000
1438,0.1330,0.0000
1439,0.2000,0.0000
1440,0.0080,0.0000
1441,11.0000,NaN
1442,0.4200,0.0000
1443,0.0000,NaN
1444,0.1180,0.0000
1445,0.0010,0.0000
1446,0.0940,-0.0187
1447,0.0270,0.0000
1448,0.2740,0.0000
1449,0.1800,NaN
1450,0.0924,-0.0142
1451,0.0010,0.0000
1452,0.5544,-0.0743
1453,0.0030,0.0000
1454,5.4400,NaN
1455,0.0000,NaN
1456,0.0000,NaN
1457,0.0190,0.0000
1458,0.0360,0.0000
1459,0.1790,0.0000
1460,0.0390,0.0000
1461,0.0100,0.0000
1462,0.0010,0.0000
1463,0.1510,0.0000
1464,0.0590,-0.1020
1465,0.2130,0.0000
1466,0.4752,-0.0000
1467,0.1440,0.0000
1468,0.0680,-0.0050
1469,5.0000,NaN
1470,0.0200,0.0000
1471,0.0000,NaN
1472,0.0140,0.0000
1473,0.0060,0.0000
1474,0.3564,-0.0735
1475,2.6600,NaN
1476,60.5000,NaN
1477,0.6900,NaN
1478,0.1247,-0.0840
1479,0.0010,0.0000
1480,0.0290,NaN
1481,0.0040,0.0000
1482,0.1570,0.0190
1483,0.0000,NaN
1484,0.0310,0.0000
1485,0.3168,-0.1290
1486,0.1850,0.0000
1487,0.2600,0.0000
1488,0.2000,NaN
1489,0.3573,-0.1150
1490,0.0000,NaN
1491,0.1520,0.0000
1492,0.0000,NaN
1493,0.0040,0.0000
1494,0.0000,NaN
1495,0.0120,0.0000
1496,0.1070,NaN
1497,0.0500,0.0000
1498,0.0190,0.0000
1499,0.3267,-0.0968
1500,0.0160,0.0000
1501,0.0060,0.0000
1502,0.0300,0.0000
1503,0.0450,0.0000
1504,0.0150,0.0000
1505,0.0000,NaN
1506,0.0000,NaN
1507,0.2610,0.0000
1508,2.0400,NaN
1509,0.0000,NaN
1510,0.0080,0.0000
1511,0.0690,0.0000
1512,0.0980,-0.0136
1513,0.0430,0.0000
1514,0.0000,NaN
1515,0.4520,0.0000
1516,0.0260,0.0000
1517,0.0000,0.0000
1518,0.2732,-0.0601
1519,0.3573,0.0154
1520,1.3400,NaN
1521,0.1310,NaN
1522,0.3395,-0.1460
1523,1.5710,NaN
1524,0.0000,NaN
1525,0.0545,-0.0066
1526,0.2520,0.0000
1527,0.0000,NaN
1528,0.0000,NaN
1529,0.1000,-0.0034
1530,0.2970,0.0158
1531,0.5760,-0.0278
1532,0.3160,0.0000
1533,0.0090,0.0000
1534,0.0480,0.0000
1535,0.0000,NaN
1536,0.1350,0.0000
1537,0.0860,0.0000
1538,0.4500,0.0068
1539,0.0400,0.0000
1540,0.0130,0.0000
1541,0.1247,0.0055
1542,0.4705,-0.1380
1543,0.0030,0.0000
1544,0.6260,0.0000
1545,0.1650,-0.0336
1546,0.0530,0.0000
1547,0.0010,0.0000
1548,0.2171,-0.0188
1549,0.0000,NaN
1550,0.0030,0.0000
1551,0.0020,0.0000
1552,2.9600,NaN
1553,0.0600,0.0000
1554,0.0858,-0.0049
1555,0.0010,0.0000
1556,13.3800,NaN
1557,0.0760,0.0000
1558,0.0410,0.0000
1559,0.0060,0.0010
1560,0.6900,NaN
1561,0.0010,0.0000
1562,0.0000,NaN
1563,0.2940,-0.1770
1564,4.5000,NaN
1565,0.0050,0.0000
1566,0.2330,0.0000
1567,0.0560,0.0000
1568,0.3280,-0.2080
1569,0.1522,-0.0210
1570,1.2000,NaN
1571,0.0800,NaN
1572,1.9160,NaN
1573,0.3804,-0.1050
1574,1.6400,NaN
1575,0.9450,-0.1550
1576,0.3663,-0.1880
1577,0.0180,0.0000
1578,0.1386,-0.0401
1579,0.0160,0.0000
1580,0.2100,0.0000
1581,0.1000,NaN
1582,0.0010,0.0000
1583,2.6400,NaN
1584,0.0260,0.0000
1585,0.3544,-0.1600
1586,0.0010,0.0000
1587,0.3762,-0.1490
1588,0.1160,0.0000
1589,0.0000,NaN
1590,0.0010,0.0000
1591,0.0000,NaN
1592,0.0000,0.0000
1593,0.3603,0.0154
1594,0.0010,0.0000
1595,0.0000,NaN
1596,0.0030,0.0000
1597,0.6000,0.0000
1598,0.2494,0.0436
1599,0.0000,NaN
1600,16.6300,NaN
1601,0.0240,0.0000
1602,0.0010,0.0000
1603,0.0000,NaN
1604,0.0200,0.0000
1605,0.0010,0.0000
1606,0.0000,NaN
1607,0.0360,0.0000
1608,0.5300,NaN
1609,0.0090,0.0000
1610,0.3257,-0.1430
1611,1.1300,NaN
1612,0.4500,NaN
1613,0.4200,NaN
1614,0.0170,0.0000
1615,0.1800,NaN
1616,0.1980,-0.0396
1617,0.2460,0.0000
1618,-1.6709,NaN
1619,0.5544,-0.0666
1620,0.1320,-0.0202
1621,0.0750,0.0000
1622,0.0010,0.0000
1623,0.3500,NaN
1624,0.0010,0.0000
1625,0.0594,-0.0070
1626,0.1250,NaN
1627,0.0000,NaN
1628,0.2970,0.0058
1629,0.0230,0.0000
1630,0.0800,0.0000
1631,12.5600,NaN
1632,0.0650,0.0050
1633,2.4300,NaN
1634,0.0300,0.0000
1635,0.0010,0.0000
1636,0.0290,0.0000
1637,0.3837,-0.1260
1638,0.0000,NaN
1639,0.3415,-0.0502
1640,0.0000,NaN
1641,0.0410,0.0000
1642,0.3200,NaN
1643,0.0000,NaN
1644,0.0010,0.0000
1645,0.0000,NaN
1646,0.0500,0.0000
1647,30.0000,NaN
1648,0.0010,0.0000
1649,0.0750,0.0000
1650,0.0010,0.0000
1651,14.5000,NaN
1652,0.1928,-0.0214
1653,0.0020,0.0000
1654,0.0370,0.0000
1655,0.4435,-0.2030
1656,0.1380,0.0000
1657,0.1290,NaN
1658,0.0000,NaN
1659,0.0010,0.0000
1660,0.0010,0.0000
1661,0.0000,NaN
1662,0.0977,-0.0199
1663,0.3458,-0.0654
1664,0.0010,0.0000
1665,0.0080,0.0000
1666,0.0010,0.0000
1667,0.0660,0.0000
1668,5.1000,NaN
1669,0.0380,0.0000
1670,0.0110,0.0000
1671,0.2370,0.0000
1672,0.3465,-0.0780
1673,0.0000,NaN
1674,0.0931,-0.0433
1675,0.0000,NaN
1676,0.4643,-0.2540
1677,0.2861,-0.0797
1678,0.0010,0.0000
1679,0.3200,NaN
1680,0.0010,0.0000
1681,0.0030,0.0000
1682,0.0020,0.0000
1683,0.7000,NaN
1684,2.6800,NaN
1685,0.0100,0.0000
1686,0.0010,0.0000
1687,0.0010,0.0000
1688,0.3880,-0.2040
1689,0.0060,0.0000
1690,0.3900,-0.3140
1691,1.7800,NaN
1692,0.5534,-0.2340
1693,0.2524,-0.0982
1694,0.9720,-0.0307
1695,0.0080,0.0000
1696,0.0000,NaN
1697,0.0000,NaN
1698,0.1110,0.0330
1699,2.5890,NaN
1700,0.0000,NaN
1701,0.0060,0.0000
1702,0.0820,0.0000
1703,0.0200,0.0000
1704,0.0800,NaN
1705,0.4158,-0.0545
1706,0.1372,-0.0925
1707,0.0010,0.0000
1708,0.0160,0.0000
1709,0.0000,NaN
1710,0.0070,0.0000
1711,0.3273,-0.1470
1712,0.4300,NaN
1713,0.0010,0.0000
1714,0.0000,NaN
1715,0.0010,0.0000
1716,0.1530,0.0000
1717,0.0010,0.0000
1718,0.0160,0.0000
1719,0.0500,0.0000
1720,0.3907,-0.0978
1721,0.0000,NaN
1722,0.0040,0.0000
1723,0.0040,0.0000
1724,5.7000,NaN
1725,0.0060,0.0000
1726,0.0050,0.0000
1727,0.0000,NaN
1728,0.0060,0.0000
1729,0.9900,NaN
1730,0.0000,NaN
1731,0.0010,0.0000
1732,0.0000,NaN
1733,0.0000,NaN
1734,0.0030,0.0000
1735,0.0060,0.0000
1736,0.0000,NaN
1737,1.4000,NaN
1738,0.1522,-0.0209
1739,0.0800,NaN
1740,0.0000,NaN
1741,0.0920,0.0000
1742,0.4306,-0.0016
1743,0.0010,0.0000
1744,0.0800,NaN
1745,0.0010,0.0000
1746,0.1650,-0.0121
1747,0.0030,0.0000
1748,0.0140,0.0000
1749,0.0020,0.0000
1750,1.1200,NaN
1751,0.0010,0.0000
1752,0.0050,0.0000
1753,0.7500,NaN
1754,0.4811,0.0236
1755,0.4009,-0.0408
1756,0.0220,0.0000
1757,0.3049,-0.1910
1758,0.1861,-0.0537
1759,0.0700,0.0000
1760,0.0000,NaN
1761,0.0000,NaN
1762,0.0010,0.0000
1763,0.2148,-0.0238
1764,0.0500,0.0000
1765,0.0280,0.0000
1766,0.0330,0.0000
1767,0.0000,NaN
1768,0.0320,0.0000
1769,0.0080,0.0000
1770,0.0300,0.0000
1771,0.0000,NaN
1772,0.0000,NaN
1773,0.0010,0.0000
1774,0.0000,NaN
1775,0.1430,0.0000
1776,0.0260,0.0000
1777,0.0010,0.0000
1778,0.4500,-0.0070
1779,0.0140,0.0000
1780,0.0200,0.0000
1781,0.0060,0.0000
1782,3.5280,NaN
1783,0.0050,0.0000
