caso,script,branch_id,f_bus,t_bus,pf_pu,qf_pu,pt_pu,qt_pu,loss_p_pu,loss_q_pu
5busfrank.pwf,19,1,3,4,0.008349322479696462,0.04692817762561622,-0.007910339439919832,-0.04650617183047149,0.00043898303977663033,0.0004220057951447309
5busfrank.pwf,19,2,1,2,0.07502699241074462,-0.043620008795138714,-0.07376134167468706,0.04483671171267566,0.0012656507360575553,0.0012167029175369493
5busfrank.pwf,19,3,4,5,0.004010329440825522,0.023306112381854358,-0.0039000099990961767,-0.023200059437871665,0.00011031944172934516,0.00010605294398269294
5busfrank.pwf,19,4,1,3,0.27640171745335,0.13152042002872413,-0.26065693808886087,-0.11638455478330359,0.015744779364489148,0.015135865245420543
5busfrank.pwf,19,5,2,3,0.20366134167491398,0.17024968778881353,-0.19169239438971883,-0.15874362796768657,0.011968947285195153,0.011506059821126957
