caso,script,branch_id,f_bus,t_bus,pf_pu,qf_pu,pt_pu,qt_pu,loss_p_pu,loss_q_pu
3bus_DSHL.pwf,19,1,1,2,0.11601414899621587,0.8041016083953292,-0.006790684745538789,-0.6991022560217497,0.10922346425067708,0.10499935237357949
3bus_DSHL.pwf,19,2,1,3,0.23540508038112118,0.49989840464067126,-0.18488160322337222,-0.4513288741133318,0.050523477157748964,0.04856953052733948
3bus_DSHL.pwf,19,3,2,3,0.1366906847455385,2.4272326934275386,-0.11901840677570455,1.54105560650168,0.01767227796983395,3.9682882999292186
