ID_Linha,Barra_De,Barra_Para,P_Fluxo_De_Para_pu,Q_Fluxo_De_Para_pu,P_Fluxo_Para_De_pu,Q_Fluxo_Para_De_pu,Perda_Ativa_pu,Tap_pu
1,5002,6052,-0.20920171132602855,-0.0020696733461160223,0.20999999997629543,-0.026500000980090473,0.0007982886502668762,1.0
2,5926,5380,2.1970027352779593,-1.7448282919451192,-2.1907783969763543,-2.250597140515239,0.006224338301604959,1.0
3,46201,46202,1.2569999998974755,-0.15699999422288907,-1.2545098842963185,0.20574059068291756,0.0024901156011569725,1.0
4,8143,48115,-0.15375964704477293,0.02713847070527241,0.15399999999999997,-0.018500008328058638,0.0002403529552270356,1.0
5,6141,8205,-0.313629621761598,0.008115453873030205,0.313819566109141,-0.029517672336778773,0.00018994434754304734,1.0
6,46738,46739,-0.32281433191034237,0.07968522946632792,0.32399999999885953,-0.07380000136306794,0.0011856680885171667,1.0
7,5373,5374,-0.19027293120618305,0.008052117423480554,0.19199999993914885,-0.01629999911711233,0.0017270687329657974,1.0
8,6143,5814,-0.2576543330617369,-0.004997892060765983,0.2582010531018828,-0.03546267862461336,0.0005467200401458872,1.0
9,45276,45278,-0.25231348522918345,0.10241883509926035,0.25299999999901596,-0.09999999877437853,0.0006865147698325025,1.0
10,5073,8089,-0.1795380959783932,0.02832239811450065,0.17990418075611725,-0.02780251980843928,0.0003660847777240406,1.0
11,8792,8938,-0.32046081846395497,0.0019000911782192723,0.3219999999996856,-0.07790000169923378,0.001539181535730627,1.0
12,5351,45092,-1.3814712123623523,0.06220830665563845,1.3838191200620777,-0.06254394565926155,0.002347907699725482,1.0
13,5073,8087,-0.11981905178290614,0.020235644836890984,0.11994841894726488,-0.02033372049755043,0.00012936716435874018,1.0
14,6101,5041,-0.9322311389395966,0.08436573381818263,0.9348899002516876,-0.15492983473894512,0.0026587613120909737,1.0
15,8441,8442,-0.3002454872229977,0.21778441479144345,0.3019999954480296,-0.2079999981382908,0.00175450822503187,1.0
16,5462,5461,2.4433580159133328e-15,-1.1933777079595545e-9,3.957138469567155e-6,-0.074383633926182,3.957138472010513e-6,1.0
17,5128,6141,-0.31010718377368984,-1.0651744801416825,0.3107902167057456,1.0481113238097108,0.0006830329320557382,1.0
