ID_Barra,Tipo_Barra,Tensao_Base_kV,Tensao_Mag_pu,Tensao_Ang_graus,P_Geracao_pu,Q_Geracao_pu,P_Carga_pu,Q_Carga_pu,Desvio_Tensao_QLIM_pu,Corte_Reativo_VLIM_pu,Corte_Ativo_DERA_pu,Corte_Reativo_DERA_pu
5445,1,13.8,0.9963021933950946,9.001581692973264,0.0,0.0,0.0,0.0,0.0,-2.99863763699512e-10,0.0,0.0
5448,1,34.5,0.9852287263934756,0.6131602960645114,0.0,0.0,0.0,0.0,0.0,-3.875093279150818e-10,0.0,0.0
5449,1,230.0,0.9962072958922614,-1.223237153139789,0.0,0.0,0.0,0.0,0.0,-2.2458964034731196e-10,0.0,0.0
5451,1,500.0,1.0742223963327477,-2.2069623975333132,0.0,0.0,0.0,0.0,0.0,-1.5191338671711132e-9,0.0,0.0
5452,1,230.0,1.0384307864266296,-3.6296191057077025,0.0,0.0,0.0,0.0,0.0,-1.5610644115048032e-9,0.0,0.0
5453,1,69.0,1.010763534618747,-7.155390192425866,0.0,0.0,2.4400000000000004,0.759,0.0,-1.56967689288066e-9,-8.181818095416443e-9,-2.545081940336508e-9
5456,1,13.8,1.0091593766224873,-7.505138743723761,0.0,0.0,0.0,0.0,0.0,-1.5196139680266177e-9,0.0,0.0
5457,1,13.8,1.0091594329086786,-7.505138743723761,0.0,0.0,0.0,0.0,0.0,-1.231004956738121e-9,0.0,0.0
5458,1,230.0,1.0385626871928983,-3.627187777128426,0.0,0.0,0.0,0.0,0.0,-1.5587722357287599e-9,0.0,0.0
5459,1,34.5,1.0499652721204797,15.626393745250844,0.0,0.0,-0.455,0.0,0.0,2.927105537711096e-7,0.0,0.0
5460,2,992.0,1.010763534618747,-7.155390192425866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5461,1,230.0,1.0051208800761406,10.351582447307802,0.0,0.0,0.0,0.0,0.0,2.410435060042199e-9,0.0,0.0
5462,1,230.0,1.0058754869854976,10.345488572098244,0.0,0.0,0.0,0.0,0.0,2.3867641696254736e-9,0.0,0.0
5463,1,69.0,1.035009403107516,9.706698171135004,0.0,0.0,0.5199999999999999,-0.013999999999999999,0.0,2.4394518544484823e-9,-8.181828535424083e-9,2.2027999903064838e-10
5466,2,992.0,1.0058754869854976,10.345488572098244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5468,1,138.0,1.006669388773272,10.955169131434419,0.0,0.0,0.201,-0.005,0.0,2.9510508243480447e-9,-8.181828534789473e-9,2.035280730047132e-10
5470,1,230.0,1.01259287979831,12.586129071362587,0.0,0.0,0.0,0.0,0.0,2.2101206018193643e-9,0.0,0.0
5471,1,230.0,1.0378364778565063,-3.7832571485982216,0.0,0.0,0.0,0.0,0.0,-1.5418464108505033e-9,0.0,0.0
5472,1,34.5,1.0144075027817017,2.692070963516466,0.0,0.0,-0.085,0.0167,0.0,2.5573714136104214e-9,0.0,0.0
5473,1,69.0,1.0215105992448423,-5.835132328492445,0.0,0.0,1.1989999999999998,0.36200000000000004,0.0,-1.518536365879624e-9,-8.181818104790347e-9,-2.4702403285522155e-9
5474,1,138.0,0.9809435985081446,10.590730522625075,0.0,0.0,0.0,0.0,0.0,5.332377917372881e-9,0.0,0.0
5475,1,69.0,1.0305698699418586,9.859676300896858,0.0,0.0,0.098,0.006,0.0,5.904340957199741e-9,-8.181828692021623e-9,-5.009282872666299e-10
5476,1,13.8,0.9616234731951291,9.786677680427422,0.0,0.0,0.0,0.0,0.0,3.825806380225257e-9,0.0,0.0
5477,1,34.5,0.9725649947331968,14.542174298591242,0.0,0.0,0.0,0.0,0.0,1.5649324030991453e-9,0.0,0.0
5478,1,991.0,0.9616236862977315,9.786677680427422,0.0,0.0,0.0,0.0,0.0,6.057946734243065e-9,0.0,0.0
5480,1,500.0,1.096680142449063,-3.393428676345916,0.0,0.0,0.0,0.0,0.0,1.7526558870898914e-11,0.0,0.0
5481,1,230.0,0.9914163011517418,-4.053931200606278,0.0,0.0,0.0,0.0,0.0,3.11808845671338e-12,0.0,0.0
5482,1,991.0,1.0198847848290362,-9.114803813986425,0.0,0.0,0.0,0.0,0.0,3.262102284425984e-11,0.0,0.0
5483,1,69.0,1.0224944280577284,-7.376390541420736,0.0,0.0,1.885,0.20800000000000002,0.0,1.791424567988084e-11,-8.181818173697774e-9,-9.028213157183752e-10
5484,1,991.0,1.0271478716765199,-9.121742581745467,0.0,0.0,0.0,0.0,0.0,3.131906380519533e-11,0.0,0.0
5485,1,13.8,1.047274767253045,-9.117722366263008,0.0,0.0,0.0,0.0,0.0,2.1244910331565687e-11,0.0,0.0
5486,1,230.0,1.0215141026718488,-3.318601629490264,0.0,0.0,0.0,0.0,0.0,5.751544156751651e-10,0.0,0.0
5487,1,13.8,1.0358318788368261,-9.118857876408233,0.0,0.0,0.0,0.0,0.0,2.2494285140414054e-11,0.0,0.0
5488,1,230.0,0.9897426802813717,-3.5384932407540433,0.0,0.0,0.0,0.0,0.0,2.0041685056033802e-11,0.0,0.0
5489,1,69.0,1.0173496523816612,-1.4684053312475052,0.0,0.0,0.0,0.0,0.0,1.3584885002182895e-9,0.0,0.0
5518,1,230.0,1.02545941749324,12.36881068714439,0.0,0.0,0.0,0.0,0.0,1.180960231794007e-7,0.0,0.0
5519,1,34.5,1.0463236091025976,14.823557941702244,0.0,0.0,0.0,0.0,0.0,2.497712621816008e-7,0.0,0.0
