caso,script,bus_id,vm_pu,va_rad,pd_pu,qd_pu,pg_pu,qg_pu,bus_type
4busfrank_vlim.pwf,19,1,1.1000000109877608,0.0,0.0,0.0,0.5522615195944257,0.5835803034960533,3
4busfrank_vlim.pwf,19,2,1.083366156470837,-0.02826689864178927,0.0,0.0,0.12990000000000002,0.7040000097459214,2
4busfrank_vlim.pwf,19,3,0.9347087461863932,0.04204374394689275,0.5039,1.003,0.0,0.0,1
4busfrank_vlim.pwf,19,4,0.8999999900159137,0.07710268259245528,0.0239,1.003,0.0,0.0,1
