caso,script,branch_id,f_bus,t_bus,pf_pu,qf_pu,pt_pu,qt_pu,loss_p_pu,loss_q_pu
4busfrank_vlim.pwf,19,1,3,4,0.013245531615068432,0.17564413096912224,-0.006817825419787996,-0.16946501009631187,0.006427706195280436,0.006179120872810362
4busfrank_vlim.pwf,19,2,1,2,0.14687416298401415,-0.044890340942224216,-0.14334583544652527,0.04828221382356801,0.0035283275374888845,0.0033918728813437937
4busfrank_vlim.pwf,19,3,1,3,0.4053873566104118,0.6284706444382774,-0.3217213409038002,-0.5480403309965632,0.08366601570661159,0.08043031344171414
4busfrank_vlim.pwf,19,4,2,3,0.27324583544652514,0.655717795922354,-0.19542420071033026,-0.5809058376676691,0.07782163473619488,0.0748119582546849
