caso,script,bus_id,vm_pu,va_rad,pd_pu,qd_pu,pg_pu,qg_pu,bus_type
3bus_DCSC.pwf,14,1,1.0998303614226108,4.437320484981475e-38,0.0,0.0,0.0002521208133204407,0.01417164467603848,3
3bus_DCSC.pwf,14,2,1.099830348230714,-1.1063663742614477e-10,0.0,0.0,0.00025212081337181526,0.014176161267547765,2
3bus_DCSC.pwf,14,3,1.0975488646479474,0.002088962849725369,0.3039,0.05329,0.30345588984332655,0.025,2
