ID_Linha,Barra_De,Barra_Para,P_Fluxo_De_Para_pu,Q_Fluxo_De_Para_pu,P_Fluxo_Para_De_pu,Q_Fluxo_Para_De_pu,Perda_Ativa_pu
1,6749,6102,-0.4750026063797351,0.09989407572284262,0.4779999973489907,-0.09459999954083156,0.0029973909692555534
2,45208,45209,-0.22747205320405564,0.08053989350596776,0.22799999967488352,-0.07779999994805915,0.000527946470827878
3,5142,42400,0.03349736965570692,0.16251921566315997,-0.03331123698267145,-0.21115839319701035,0.0001861326730354662
4,6705,6641,0.6961889198604875,-0.131022975344037,-0.6958734007282085,0.13088530658087788,0.0003155191322790074
5,48037,48038,-0.5556372754144424,-0.009402817936435132,0.5579999999322137,0.01640000000416683,0.0023627245177713085
6,5527,5449,-0.312590634547915,-0.07523718759020762,0.31454813965028006,-0.11236643875424887,0.0019575051023650314
7,5380,5350,-5.967137021435654,-2.0667083915043505,6.0355118401853876,-1.993564340866007,0.06837481874973328
8,47511,48159,-0.609501247418501,-0.03528386059834669,0.6095727645259655,-0.34946324985632177,7.15171074645582e-5
9,6071,8081,-0.7151360384465669,-0.07077715516210953,0.7161459718871325,-0.0071798882700972455,0.001009933440565547
10,5091,5092,0.06248793511393903,-0.04940496812413868,-0.062432753261778454,-0.10126009877678528,5.518185216057958e-5
11,47507,47502,0.5989999995394354,0.024990000044697,-0.5925567983625646,0.037559149988948694,0.006443201176870805
12,6313,8054,-0.17899999997426008,0.16100057245057542,0.17899999997426008,-0.16099999999278225,0.0
13,5003,5378,-1.50687975847571,0.499663007781875,1.5271195277095255,-0.4845183009374686,0.02023976923381543
14,5212,8023,0.21039625574310103,0.07065840369895915,-0.20999999999209992,-0.06900000000032469,0.00039625575100110666
15,5222,5101,0.8968664404040942,-0.313516182206084,-0.8830660599786497,-0.06696826016972493,0.013800380425444514
16,5436,45019,0.22734551170920167,-2.9692803487079193,-0.2271923168680979,-2.6337500015313284,0.00015319484110376536
17,8112,8114,-0.07985654981095307,0.01344864204890231,0.0799999999471299,-0.024099999992409332,0.000143450136176837
18,8216,6222,-0.05891904503298658,0.01573832790230898,0.05899999983168954,-0.01689999997183942,8.095479870295907e-5
19,5257,5258,2.8488072303504454e-6,0.013713766517843036,4.122945171033954e-11,-0.014874383302090318,2.8488484598021557e-6
20,5180,5200,-10.693087260813453,-0.28166038656900705,10.783152847004775,-0.7137693082691441,0.09006558619132221
21,7190,8188,-4.722315157711601,-0.42508102362198547,4.7293227127409265,-0.04989638870306062,0.007007555029325374
22,5003,5732,0.20735389260939555,-0.03739046023401451,-0.2065181428514932,-0.1481177281482202,0.0008357497579023487
23,5060,5720,5.312613327511571,-1.8914216631500465,-5.275089672082386,-0.07986601079287131,0.0375236554291849
24,6208,6278,-0.06568744845407613,0.004525398121198546,0.06599999978816427,-0.005149999957309451,0.0003125513340881403
25,5570,45019,-1.0518150220678075,-0.20295495892928225,1.0520598557682463,-0.43132151026470966,0.0002448337004388179
26,6290,5860,8.19111241106559,-3.8939516528515403,-8.089599042508189,-3.4197352821230647,0.10151336855740212
27,8685,8684,-0.08081974844513024,-0.0023599133586908305,0.08099999994073659,-0.0018899999941951063,0.0001802514956063539
28,46158,46160,-0.6659024861529692,-0.012059019931730218,0.6669999996122142,0.007373000013327767,0.0010975134592450253
29,5756,5782,0.8123208424599418,0.4676170852591637,-0.808324763870908,-0.4879437144353316,0.003996078589033836
30,46244,46243,0.6839999972887917,-0.3369999994383513,-0.6817625507418678,0.3408299340715964,0.002237446546923927
31,5731,5782,0.5158297272880706,-0.177569959220645,-0.5141802427064154,0.13411308743722894,0.0016494845816552584
32,7274,7276,-0.18284254229798713,0.043332828660999655,0.18399999973090098,-0.043499999933794074,0.0011574574329138443
33,6130,8151,-3.090031845554885,-0.43203876586059275,3.094892565532384,-0.4134865371080746,0.0048607199774988175
34,5091,5155,-0.45000435029109537,0.006184688057494808,0.45174087803159485,-0.08307973348102857,0.0017365277404994828
35,5838,47126,-0.04799999999791278,-0.006999976700171828,0.04799999999791278,0.007000000012340024,0.0
36,5121,5222,-0.7399932216193086,-0.061278816488253285,0.7523990709720798,-0.09211737286196653,0.012405849352771225
37,6316,6361,-0.6033839738179705,-0.01286931692225074,0.6112997181525264,-0.15031815827597378,0.007915744334555885
38,6316,6361,-0.6075100366677886,-0.03577223261125084,0.6154909548868785,-0.1747951914573438,0.007980918219089972
39,6779,5612,-0.29020458514172925,0.01864424546348615,0.2909999999637956,-0.03529999999561013,0.0007954148220663537
40,6349,6444,-0.009981623138389975,0.03136225831085149,0.009981623138389975,-0.03095702556576585,0.0
41,45041,8771,-0.18649200441824032,0.03630527083746697,0.18699999968548964,-0.04639999994633319,0.0005079952672493171
42,8124,8127,-0.07782259109505711,0.013075636940211398,0.0779999999561412,-0.026399999991545173,0.00017740886108408294
43,6769,6136,-0.0359923795894614,-0.0008988150522088183,0.03599999997200323,-0.00019999999948247483,7.620382541831394e-6
44,5816,6160,-0.4330386103708489,0.062119285614344086,0.4349999996495394,-0.04969999994880535,0.001961389278690495
45,46110,46112,-0.17157739674386663,0.05015776164500879,0.17199999965824986,-0.04939999994477512,0.00042260291438322994
46,5793,47278,0.0,0.0,0.0,0.0,0.0
47,7187,6269,-0.7190489768568211,-0.1209949663053296,0.7199999996879214,0.1289000000112255,0.0009510228311002678
48,6107,6331,-0.08763915131046923,0.2742327339999766,0.08905313628957984,-0.3735762915235801,0.0014139849791106052
49,46801,46802,-0.5019975993013963,0.026424004026127698,0.5019999997073432,-0.026399999968932428,2.400405946900719e-6
50,47581,47583,0.14440887409487943,0.04071016003940022,-0.14399999994456178,-0.05100000000736051,0.00040887415031765073
51,5995,46957,-0.07199999996419626,5.056790541857481e-8,0.07199999996419626,0.0,0.0
52,6000,48087,-0.9302284129036978,0.03249058485732287,0.9436231873653854,-0.09833795148782282,0.013394774461687575
53,5458,5651,0.1601697504200666,0.055031031034283105,-0.15979045959341037,-0.15833137541738376,0.00037929082665622005
54,8715,8716,-0.567699080444197,0.16263597024339868,0.5709999976565505,-0.15999999947939111,0.0033009172123534825
55,5411,8319,1.1326168366014078,0.10379220973653885,-1.1156391688859033,-0.15576482328994173,0.016977667715504463
56,8161,8136,-0.30120720429286685,-0.13144803530647275,0.3015131709681427,0.103961101853567,0.0003059666752758261
57,5926,5200,8.422566194204357,-1.9488881734315284,-8.369479684614666,0.5424318365129763,0.053086509589691744
58,8913,8916,0.364999999714677,-0.1079999999315503,-0.3624324734382528,0.02706701013753754,0.0025675262764242035
59,6641,6017,-0.8300791914058063,-0.07598219095069982,0.8338023165147408,-0.12587988100618885,0.0037231251089344664
60,5294,5727,0.1799999996940542,-0.06519999995846028,-0.17973116083879048,0.04436378949616994,0.0002688388552637144
61,5401,8449,0.5500030849716522,0.1810030851565872,-0.5499999998492084,-0.18100000003414346,3.0851224437355995e-6
62,6353,5988,-0.32225340130887253,0.0007560683590718681,0.3235055631613542,0.0034282265408534657,0.0012521618524816702
63,44652,5431,0.9861146046986665,-0.16584337686324277,-0.9851357386606271,0.14630096724635352,0.0009788660380394276
64,5468,5394,-0.15464038278648617,-0.019244081080543998,0.1564988321811558,-0.029126740575407525,0.0018584493946696146
65,8032,47318,-0.25299936698324854,-0.003999366997914727,0.2529999998969735,0.003999999911639712,6.329137249849737e-7
66,6223,6208,0.05399999982683013,-0.004019999965235593,-0.05374442282054715,0.003508292448871502,0.00025557700628298097
67,5202,5222,1.6571032415769538,-0.3959796093132889,-1.6543190342901597,0.38802036844058085,0.0027842072867940715
68,5713,47135,-0.10699999999647003,1.1101656127721071e-7,0.10699999999647003,1.4551915228366852e-11,0.0
69,8714,45204,-0.8434124799211788,-0.44782429388272227,0.843817012891021,-0.8180890056453577,0.0004045329698421085
70,5842,5981,0.5855983597382599,0.03300838235504276,-0.5854854819950115,-0.04102975956556808,0.00011287774324841848
71,8207,5350,5.755098139931417,-0.4009813288633067,-5.742719159818514,-0.14608005692321363,0.012378980112902838
72,8647,6167,-0.10999999991253928,-0.022275298095173923,0.10999999991253928,0.02408999999616146,0.0
73,5679,5176,-2.4618783120835865,-1.03490494096364,2.4658712673491343,-0.8746184280517776,0.003992955265547771
74,5073,8087,-0.11981042868913205,0.02181692318760592,0.119945978558747,-0.021882382792268895,0.0001355498696149482
75,5131,5346,-0.02264260840102096,0.05401724372464967,0.022690122594962073,-0.11372897638982093,4.751419394111167e-5
76,47609,47615,-0.26918575983006204,-0.10250701171505072,0.26999999952049364,0.10509999999991437,0.0008142396904315952
77,45107,5176,1.2209706632525146,0.7544828806448756,-1.2199818323004736,-1.727727199208008,0.0009888309520409422
