ID_Barra,Tensao_Mag_pu,Tensao_Ang_graus,P_Geracao_pu,Q_Geracao_pu,P_Carga_pu,Q_Carga_pu,Desvio_Tensao_QLIM_pu,Corte_Reativo_VLIM_pu,Falta_Ativa_PLIM_pu
669,0.6510214065616124,-23.723339819353708,0.0,0.0,0.0,0.0,0.0,-0.051612668069339805,-0.0750660321173124
42433,0.6409139763702671,-65.4154204425217,0.0,0.0,0.0,0.0,0.0,0.07052995472307841,0.01356342699448724
42410,0.623642204452807,-67.30325604964156,0.0,0.0,0.0,0.0,0.0,0.006092777913983871,0.001840213206068294
8034,0.644939310198777,-42.77384848384248,0.0,0.0,0.642,0.11800000000000001,0.0,-0.05609834313455225,0.19191033469902674
47045,0.6065634287158367,-62.373210663695616,0.0,0.0,0.0,0.0,0.0,-0.010029733716628655,0.017607658796409527
2154,0.595922112743586,-52.33003239404551,0.0,0.0,0.223,0.07400000000000001,0.0,-0.035224309813102275,0.09285690005097802
40455,0.5985735825492554,-34.288440073598615,0.0,0.0,0.0,0.0,0.0,-0.01208850678782465,0.0009856226921085274
7419,0.5988937673411364,-61.0010749990066,0.0,0.0,0.073,0.023,0.0,-0.011793290269985665,0.027209953677151552
8045,0.6265340627703866,-50.62475807982381,0.0,0.0,1.0590000000000002,0.18100000000000002,0.0,-0.11293875392687097,0.32852656873503894
21975,0.6489447675482465,-16.578884350777443,0.0,0.0,0.0,0.0,0.0,0.03680126387536025,-0.021508606416456553
41341,0.6324429408462852,-46.48193009331266,0.0,0.0,0.0,0.0,0.0,0.03692989046944101,0.008855333872273429
45394,0.6000906669237114,-61.30067497738767,0.0,0.0,0.0,0.0,0.0,0.00089617137257359,0.0003646852444227271
833,0.66782724365736,-48.200825742116855,0.0,0.0,0.23099999999999998,0.1,0.0,-0.03556919590890954,0.061497525063200845
40092,0.6729651955216576,-32.39991220813567,0.0,0.0,0.0,0.0,0.0,0.05707080872355674,0.011087810220886462
17773,0.6110203836414828,-70.39202879548212,0.0,0.0,0.0,0.0,0.0,-0.0007984171815288415,0.0007666559849120717
23477,0.6264295679833759,-69.30587151245598,0.0,0.0,0.0,0.0,0.0,-0.027258542924009064,0.014908734441061021
4098,0.6128620781930328,-63.276571332761996,0.0,0.0,0.0,0.0,0.0,-0.1685862850424289,-0.018240532588307663
