Barra,Tensao_pu,Angulo_graus
196,0.9140,-38.0000
197,0.9890,-42.0000
198,0.8320,-35.0000
199,0.9960,-45.0000
200,0.9900,-47.0000
201,0.9900,-47.0000
202,0.9900,-47.0000
203,0.9900,-47.0000
204,1.0010,-45.0000
205,1.0010,-45.0000
206,1.0010,-45.0000
208,1.0100,-25.0000
209,1.0010,-45.0000
210,1.0510,-11.0000
211,0.9890,-37.0000
212,0.9890,-37.0000
213,1.0230,-15.0000
214,1.0490,-16.0000
216,1.0190,-16.0000
217,1.0080,-13.0000
218,0.9750,-20.0000
219,1.0010,-19.0000
220,1.0130,-11.0000
221,1.0090,-25.0000
222,1.0070,-20.0000
223,0.9600,-22.0000
224,0.9580,-23.0000
225,1.0380,-13.0000
226,0.9860,-22.0000
227,1.0060,-20.0000
228,1.0050,-20.0000
229,0.9960,-26.0000
230,1.0230,-11.0000
231,1.0310,-16.0000
232,1.0070,-20.0000
233,1.0590,-16.0000
234,1.0020,-18.0000
235,1.0550,-13.0000
236,1.0060,-23.0000
237,0.9960,-20.0000
238,1.0050,-18.0000
239,1.0750,-14.0000
240,1.0120,-19.0000
241,1.0030,-19.0000
242,0.9600,-22.0000
243,0.9580,-23.0000
244,0.9930,-23.0000
245,0.9930,-23.0000
246,0.9620,-16.0000
248,1.0230,-18.0000
249,1.0260,-22.0000
250,0.9750,-31.0000
251,1.0110,-40.0000
252,1.0200,-39.0000
253,0.9750,-33.0000
254,1.0100,-40.0000
255,0.9790,-32.0000
256,1.0120,-39.0000
257,0.9600,-33.0000
258,1.0200,-40.0000
260,1.0020,-41.0000
262,1.0070,-40.0000
263,0.9990,-46.0000
266,1.0010,-43.0000
267,1.0040,-45.0000
270,1.0030,-46.0000
271,1.0080,-45.0000
272,0.9980,-47.0000
273,1.0200,-41.0000
274,1.0120,-41.0000
275,0.9950,-46.0000
276,0.9990,-39.0000
277,1.0030,-40.0000
278,1.0110,-43.0000
279,0.9900,-43.0000
281,1.0070,-42.0000
282,0.9970,-47.0000
283,1.0010,-45.0000
284,1.0010,-45.0000
285,0.9960,-42.0000
286,0.9970,-43.0000
287,1.0090,-45.0000
288,0.9950,-46.0000
289,0.9990,-44.0000
290,1.0010,-45.0000
291,1.0000,-45.0000
292,0.9960,-46.0000
293,0.9950,-45.0000
294,0.9910,-44.0000
295,1.0040,-41.0000
296,0.9980,-42.0000
297,1.0240,-51.0000
299,1.0570,-14.0000
300,0.9610,-11.0000
301,0.9800,-16.0000
302,0.9650,-13.0000
303,0.9990,0.9870
304,0.9760,-22.0000
305,0.9850,-13.0000
306,0.9850,-30.0000
307,0.9980,-13.0000
308,1.0060,-42.0000
309,1.0020,-46.0000
312,0.9870,-4.9000
313,0.9870,-40.0000
314,1.0120,-43.0000
315,0.9880,-43.0000
316,1.0120,-44.0000
317,1.0030,-39.0000
318,1.0050,-28.0000
319,1.0070,-36.0000
320,1.0550,-17.0000
321,1.0080,-15.0000
322,1.0130,-17.0000
323,1.0200,-41.0000
324,0.9850,-36.0000
325,1.0560,-23.0000
326,1.0080,-23.0000
327,1.0190,-44.0000
328,1.0130,-21.0000
329,0.9680,-36.0000
330,1.0100,-21.0000
331,0.9890,-44.0000
332,1.0250,-47.0000
336,1.0080,-42.0000
337,1.0260,-43.0000
338,1.0340,-43.0000
339,1.0350,-43.0000
340,1.0180,-11.0000
341,0.9990,-28.0000
342,1.0320,-30.0000
343,1.0090,-0.4300
344,1.0500,-35.0000
345,0.9980,-36.0000
346,0.9910,-36.0000
347,1.0150,-35.0000
348,1.0310,-35.0000
349,1.0460,-36.0000
350,0.9840,-38.0000
351,0.9110,-38.0000
352,0.9180,-38.0000
353,1.0110,-40.0000
354,0.9920,-40.0000
355,0.9920,-40.0000
356,0.9880,-38.0000
357,0.9930,-38.0000
360,1.0510,-19.0000
362,0.9900,-30.0000
364,1.0360,-37.0000
365,1.0360,-37.0000
367,1.0130,-31.0000
368,1.0130,-34.0000
370,1.0600,-5.8000
371,1.0100,-39.0000
372,0.9920,-40.0000
373,0.9970,-40.0000
374,0.9970,-40.0000
375,1.0230,-40.0000
376,1.0020,-44.0000
377,1.0360,-39.0000
378,1.0480,-35.0000
379,1.0360,-39.0000
380,1.0120,-28.0000
381,1.0030,-27.0000
382,1.0080,-29.0000
383,1.0150,-35.0000
384,1.0440,-38.0000
385,1.0160,-40.0000
386,1.0080,-42.0000
387,1.0140,-42.0000
388,1.0120,-42.0000
389,0.9590,-42.0000
390,1.0510,-28.0000
391,0.9860,-29.0000
392,0.9920,-15.0000
393,0.9870,-29.0000
394,1.0110,-33.0000
395,0.9890,-29.0000
396,1.0160,-18.0000
397,0.9870,-29.0000
398,1.0140,-28.0000
399,1.0270,-29.0000
402,1.0420,-24.0000
403,0.9750,-50.0000
404,0.9650,-46.0000
405,0.9890,-46.0000
406,0.9990,-50.0000
409,1.0210,-21.0000
410,1.0270,-46.0000
411,1.0090,-48.0000
412,1.0140,-45.0000
413,1.0110,-38.0000
414,0.9920,-43.0000
415,1.0040,-48.0000
416,0.9910,-46.0000
417,1.0090,-46.0000
418,1.0050,-49.0000
420,1.0000,-43.0000
421,1.0220,-47.0000
422,1.0180,-50.0000
423,1.0120,3.0500
424,1.0000,7.2700
425,1.0240,-47.0000
426,1.0240,-47.0000
427,1.0240,-47.0000
428,1.0530,-49.0000
429,0.9990,-50.0000
430,1.0000,7.2700
431,1.0220,-46.0000
432,1.0090,-45.0000
435,0.9970,-45.0000
436,1.0000,-50.0000
437,1.0000,-51.0000
438,1.0010,-45.0000
439,0.9920,-46.0000
440,0.9430,-49.0000
441,1.0090,-47.0000
442,0.9890,-44.0000
443,1.0020,-52.0000
444,1.0000,-51.0000
445,1.0010,-46.0000
446,0.9960,-44.0000
447,1.0050,-47.0000
448,0.9960,-44.0000
449,1.0000,-42.0000
451,0.9970,-44.0000
452,1.0120,-45.0000
453,1.0130,-42.0000
454,0.9790,-45.0000
455,1.0240,-51.0000
458,1.0020,-38.0000
459,1.0080,-41.0000
460,1.0110,-9.2000
461,1.0010,-38.0000
462,0.9990,-42.0000
464,0.9980,-44.0000
465,0.9990,-52.0000
466,0.9970,-44.0000
467,1.0010,-51.0000
471,0.9990,-44.0000
472,0.9940,-46.0000
473,1.0120,-47.0000
474,1.0020,-45.0000
475,0.9990,-54.0000
476,1.0000,-50.0000
477,0.9940,-46.0000
478,1.0050,-15.0000
479,1.0030,-15.0000
480,0.9940,-46.0000
481,1.0060,-48.0000
482,1.0060,-48.0000
483,1.0000,-50.0000
484,0.9890,-46.0000
485,0.9990,-50.0000
486,0.9940,-51.0000
487,0.9930,-46.0000
488,0.9930,-46.0000
489,0.9890,-46.0000
490,0.9890,-46.0000
491,0.9930,-46.0000
492,0.9920,-46.0000
493,0.9990,-54.0000
494,0.9810,-48.0000
495,0.9910,-46.0000
496,1.0080,-54.0000
497,1.0000,-20.0000
498,0.9990,-11.0000
499,1.0800,-33.0000
500,0.9910,-2.7000
501,0.9870,0.0000
502,0.9920,0.7330
503,0.9810,2.2200
506,0.9850,-30.0000
507,0.9970,1.1500
508,0.9820,-9.3000
509,0.9850,-12.0000
510,1.0070,10.5000
511,0.9860,3.9000
512,0.9880,-21.0000
513,1.0010,3.6300
514,1.0030,-23.0000
515,0.9890,-24.0000
516,1.0040,-31.0000
517,0.9910,-18.0000
518,0.9750,-6.4000
519,0.9670,-9.8000
520,0.9960,1.0100
521,0.9890,-31.0000
522,0.9980,-32.0000
523,1.0010,-33.0000
524,1.0150,-24.0000
525,1.0050,-50.0000
526,1.0090,-43.0000
527,0.9860,-42.0000
528,1.0030,-46.0000
530,1.0070,-5.6000
531,1.0060,-6.3000
532,1.0160,-45.0000
533,1.0070,-42.0000
535,1.0530,-8.6000
536,1.0160,-8.2000
537,1.0170,-9.7000
538,1.0090,-6.3000
539,1.0070,-5.4000
540,0.9900,-20.0000
541,0.9980,-4.4000
542,1.0090,-5.1000
543,0.9980,-6.2000
544,1.0150,3.6500
545,1.0100,2.1000
546,1.0020,-2.8000
547,1.0140,-2.8000
548,1.0040,-5.4000
549,1.0080,-6.3000
550,1.0100,-8.3000
551,1.0380,-20.0000
552,1.0140,-17.0000
554,1.0010,-21.0000
555,1.0280,-15.0000
556,1.0120,-18.0000
557,1.0340,-18.0000
559,1.0190,-27.0000
560,1.0190,-32.0000
561,0.9990,-26.0000
562,1.0240,-29.0000
563,1.0140,-28.0000
564,1.0200,-32.0000
565,1.0060,-38.0000
566,1.0150,-41.0000
567,1.0080,-37.0000
568,1.0050,-41.0000
570,1.0010,-38.0000
571,1.0140,-42.0000
572,1.0090,-19.0000
573,1.0070,-36.0000
574,1.0020,-40.0000
575,1.0040,-45.0000
576,0.9970,-44.0000
577,1.0100,-39.0000
578,0.9980,-4.4000
579,0.9980,-4.4000
580,1.0630,-18.0000
581,1.0130,-45.0000
582,0.9820,-45.0000
583,1.0130,-49.0000
584,0.9860,-42.0000
585,0.9900,-43.0000
586,0.9980,-45.0000
587,1.0190,-40.0000
588,0.9990,-49.0000
589,1.0020,-35.0000
590,1.0420,-44.0000
591,1.0090,-45.0000
593,1.0180,-42.0000
594,0.9950,-42.0000
595,1.0100,-45.0000
596,1.0080,-22.0000
597,1.0710,-26.0000
598,1.0660,-36.0000
599,1.0010,-38.0000
600,1.0040,-39.0000
601,1.0080,-42.0000
602,1.0020,-20.0000
605,1.0020,-16.0000
607,1.0110,-46.0000
608,0.9940,-43.0000
609,1.0560,-33.0000
610,1.0300,-35.0000
612,1.0250,-26.0000
613,1.0280,-23.0000
614,1.0180,-32.0000
615,1.0270,-29.0000
616,1.0350,-31.0000
618,1.0130,-34.0000
620,1.0220,-37.0000
621,1.0200,-38.0000
622,1.0100,-43.0000
623,1.0010,-45.0000
624,1.0210,-48.0000
625,1.0110,-38.0000
626,1.0080,-40.0000
627,1.0290,-35.0000
629,1.0100,-36.0000
633,1.0090,-30.0000
634,1.0090,-30.0000
635,1.0020,-36.0000
636,1.0110,-37.0000
638,0.9930,-23.0000
639,1.0020,-10.0000
640,1.0120,-9.4000
641,1.0180,-32.0000
642,1.0150,-14.0000
643,1.0060,-7.6000
645,1.0030,-25.0000
647,1.0000,-7.5000
648,0.9960,-11.0000
649,0.9930,-15.0000
652,1.0110,-14.0000
654,1.0110,-15.0000
655,1.0120,-16.0000
657,1.0040,-2.8000
658,1.0020,-2.8000
659,0.9930,-12.0000
661,1.0150,-16.0000
663,1.0060,-14.0000
665,1.0030,-22.0000
666,1.0050,-21.0000
667,1.0360,-21.0000
668,1.0020,-6.4000
669,0.9970,-15.0000
670,1.0120,-9.1000
671,1.0100,-17.0000
672,1.0100,-16.0000
673,0.9990,-12.0000
674,1.0050,-19.0000
681,1.0040,-48.0000
682,0.9990,-45.0000
683,1.0110,-36.0000
687,1.0060,-37.0000
689,1.0100,-37.0000
692,1.0030,-41.0000
693,1.0040,-37.0000
694,0.9990,-48.0000
695,1.0050,-42.0000
696,1.0040,-43.0000
697,1.0010,-42.0000
698,1.0180,-47.0000
699,0.9860,-39.0000
701,1.0030,-41.0000
703,0.9930,-39.0000
705,1.0120,-40.0000
709,1.0000,-46.0000
712,1.0070,-50.0000
715,1.0240,-50.0000
718,1.0050,-47.0000
719,1.0120,-40.0000
720,0.9970,-52.0000
721,1.0250,-50.0000
722,1.0030,-62.0000
725,0.9980,-48.0000
730,0.9960,-49.0000
732,0.9980,-46.0000
734,0.9990,-46.0000
741,0.9810,-51.0000
742,1.0130,-52.0000
743,1.0140,-52.0000
744,0.9910,-52.0000
746,0.9930,-56.0000
747,1.0100,-56.0000
748,1.0120,-47.0000
749,1.0250,-11.0000
750,0.9990,-6.4000
751,0.9860,4.3700
752,0.9920,4.0000
753,0.9760,3.0100
754,0.9800,-5.8000
755,1.0090,-9.3000
757,0.9800,-25.0000
759,1.0110,-11.0000
760,0.9860,-22.0000
761,1.0440,-23.0000
762,0.9890,-26.0000
763,0.9790,-23.0000
764,1.0340,-25.0000
766,0.9840,-23.0000
767,0.9890,-27.0000
768,1.0440,-24.0000
769,1.0350,-25.0000
770,0.9810,-27.0000
772,1.0190,-25.0000
773,1.0010,-26.0000
775,1.0110,-25.0000
776,1.0100,-25.0000
777,0.9840,-26.0000
778,0.9560,-28.0000
779,0.9820,-28.0000
780,1.0400,-25.0000
781,1.0080,-30.0000
782,0.9910,-13.0000
783,0.9950,-19.0000
784,0.9790,-12.0000
785,0.9980,-12.0000
786,1.0000,-26.0000
787,1.0140,-18.0000
788,1.0140,-18.0000
789,1.0140,-19.0000
790,0.9970,-17.0000
791,0.9670,-26.0000
792,1.0620,-14.0000
793,0.9230,-21.0000
794,0.9930,-23.0000
795,1.0070,-19.0000
796,0.9980,-23.0000
797,0.9850,-21.0000
798,0.9700,-25.0000
800,0.9770,-4.6000
801,0.9940,-13.0000
802,1.0000,-30.0000
803,1.0000,-30.0000
804,0.9320,-19.0000
805,0.9690,-27.0000
806,0.9670,-0.8800
807,1.0240,-7.4000
808,0.9990,1.6200
809,0.9930,-5.5000
810,0.9890,-1.1000
811,1.0110,-8.7000
812,0.9850,-26.0000
813,1.0250,-30.0000
814,1.0180,-29.0000
815,1.0200,-31.0000
816,1.0170,-30.0000
817,1.0100,-27.0000
818,1.0270,-31.0000
819,1.0140,-31.0000
820,1.0270,-31.0000
821,1.0270,-30.0000
823,1.0100,-15.0000
824,1.0200,-13.0000
825,1.0060,-14.0000
826,1.0000,-25.0000
827,1.0250,-30.0000
828,0.9980,-21.0000
829,1.0330,-26.0000
830,1.0160,-28.0000
831,1.0300,-27.0000
832,0.9940,-25.0000
833,1.0100,-28.0000
834,1.0280,-26.0000
835,0.9990,-16.0000
836,0.9960,-20.0000
837,1.0030,-16.0000
838,0.9760,-20.0000
839,1.0340,-9.5000
840,1.0380,-13.0000
841,1.0130,-16.0000
842,0.9900,-11.0000
843,1.0040,-16.0000
844,0.9840,-18.0000
845,0.9840,-11.0000
847,1.0150,-15.0000
848,1.0250,-7.7000
849,0.9720,-20.0000
850,1.0140,-17.0000
851,0.9660,-20.0000
852,1.0130,-9.2000
853,1.0060,-11.0000
854,1.0240,-14.0000
855,1.0180,-8.8000
856,1.0150,-8.7000
857,0.9950,-17.0000
858,0.9810,-18.0000
859,1.0050,-26.0000
860,1.0070,-21.0000
861,0.9750,-25.0000
862,1.0040,-23.0000
863,1.0040,-22.0000
864,1.0150,-25.0000
865,1.0000,-26.0000
866,0.9960,-22.0000
867,1.0160,-24.0000
868,1.0270,-21.0000
869,1.0280,-24.0000
870,1.0070,-25.0000
871,1.0010,-22.0000
872,1.0390,-20.0000
873,1.0120,-10.0000
874,1.0230,-20.0000
875,1.0130,-26.0000
878,1.0310,-21.0000
879,1.0230,-24.0000
880,1.0110,-26.0000
881,0.9900,-26.0000
882,0.9990,-26.0000
883,1.0000,-25.0000
884,1.0180,-25.0000
885,0.9850,-26.0000
886,1.0290,-21.0000
887,1.0170,-24.0000
888,0.9930,-24.0000
889,1.0310,-22.0000
890,1.0170,-24.0000
892,1.0130,-24.0000
893,1.0120,-25.0000
894,1.0150,-24.0000
895,1.0430,-28.0000
896,1.0080,-8.4000
897,1.0180,-5.5000
898,1.0270,-5.1000
899,1.0250,-24.0000
904,0.9730,-2.6000
905,1.0170,-10.0000
907,0.9620,-19.0000
909,0.9790,-18.0000
911,0.9950,-17.0000
913,0.9880,-15.0000
915,1.0010,-4.5000
916,1.0380,-13.0000
917,0.9920,-4.9000
918,0.9940,-11.0000
919,0.9950,2.5900
920,1.0030,-4.3000
921,0.9960,3.0200
922,1.0030,-4.3000
923,0.9930,-19.0000
924,0.9930,-19.0000
925,0.9660,0.6840
926,0.9910,-8.7000
927,0.9930,-19.0000
928,0.9930,-19.0000
929,0.9930,-19.0000
930,0.9800,-18.0000
931,0.9920,-2.9000
932,1.0210,-9.2000
933,1.0210,-13.0000
934,1.0380,-14.0000
936,1.0300,-12.0000
938,1.0170,-28.0000
939,1.0400,-30.0000
940,1.0320,-34.0000
943,1.0200,-29.0000
944,1.0910,-27.0000
945,1.0240,-31.0000
946,1.0410,-27.0000
947,1.0370,-29.0000
948,1.0140,-32.0000
949,1.0150,-27.0000
950,1.0200,-21.0000
951,1.0190,-22.0000
953,1.0180,-12.0000
954,1.0090,-18.0000
955,1.0220,-15.0000
956,1.0200,-13.0000
958,1.0340,-14.0000
959,1.0370,-28.0000
960,1.0270,-30.0000
961,1.0100,-23.0000
962,1.0190,-20.0000
963,1.0210,-18.0000
964,1.0180,-19.0000
965,1.0190,-20.0000
966,0.9840,-19.0000
967,1.0030,-33.0000
970,1.0760,-1.9000
971,1.0760,-1.9000
972,1.0210,-7.8000
973,1.0210,-7.8000
974,1.0070,-19.0000
975,1.0170,-21.0000
976,1.0120,-20.0000
978,1.0390,-12.0000
979,1.0180,-19.0000
980,1.0260,-21.0000
981,0.9990,-23.0000
982,0.9910,-18.0000
983,0.9730,-16.0000
984,0.9970,-12.0000
985,1.0070,-36.0000
986,1.0320,-39.0000
987,1.0280,-38.0000
988,1.0290,-39.0000
989,0.9830,-38.0000
990,0.9830,-39.0000
991,1.0110,-31.0000
992,1.0130,-35.0000
993,0.9970,-17.0000
995,1.0260,-10.0000
996,1.0250,-10.0000
997,1.0170,-16.0000
998,0.9930,-11.0000
999,1.0120,-18.0000
1006,1.0270,-22.0000
1007,1.0060,-23.0000
1008,1.0190,-24.0000
1010,1.0280,-22.0000
1011,1.0280,-22.0000
1014,0.9680,-47.0000
1015,0.9940,-38.0000
1016,1.0010,-40.0000
1017,1.0190,-41.0000
1018,1.0230,-22.0000
1019,1.0050,-24.0000
1020,1.0030,-37.0000
1023,0.9650,-22.0000
1024,0.9530,-22.0000
1025,1.0060,-15.0000
1026,1.0150,-17.0000
1027,1.0210,-19.0000
1028,1.0370,-20.0000
1030,1.0180,-13.0000
1032,1.0340,-30.0000
1034,1.0250,-30.0000
1035,1.0060,-32.0000
1036,1.0190,-20.0000
1037,1.0180,-20.0000
1038,1.0020,-20.0000
1039,1.0140,-22.0000
1040,1.0590,0.0000
1041,1.0190,-11.0000
1042,1.0160,-11.0000
1043,1.0150,-11.0000
1045,1.0290,-10.0000
1046,1.0340,-11.0000
1047,1.0280,-4.3000
1048,1.0160,-4.3000
1052,1.0110,-27.0000
1055,1.0160,-22.0000
1056,1.0170,-22.0000
1057,1.0160,-23.0000
1058,1.0190,-26.0000
1060,1.0210,-8.7000
1062,1.0230,-8.9000
1063,1.0160,-23.0000
1064,1.0070,-25.0000
1065,1.0230,-24.0000
1069,1.0180,-9.5000
1070,0.9980,1.4900
1071,1.0240,-5.4000
1073,0.9990,-5.4000
1074,1.0190,-15.0000
1075,1.0000,-19.0000
1076,1.0100,-6.3000
1077,1.0040,-7.0000
1078,1.0140,-20.0000
1079,1.0060,-22.0000
1080,1.0060,-22.0000
1081,1.0010,-11.0000
1082,1.0060,-18.0000
1084,1.0280,-11.0000
1085,1.0120,-18.0000
1086,1.0230,-14.0000
1087,1.0160,-8.1000
1088,1.0080,-1.1000
1089,1.0440,-9.5000
1090,1.0210,-8.0000
1091,1.0150,-17.0000
1093,1.0090,-1.9000
1094,1.0070,-1.9000
1095,1.0060,-7.6000
1098,1.0050,-2.8000
1099,1.0010,-8.6000
1100,1.0150,0.0000
1101,1.0190,-7.6000
1103,1.0180,-7.7000
1106,1.0420,-3.5000
1107,1.0110,4.0700
1116,1.0140,-26.0000
1117,1.0140,-26.0000
1119,1.0100,-0.9200
1121,1.0010,-18.0000
1128,0.9990,-18.0000
1129,0.9910,-19.0000
1130,0.9900,-20.0000
1131,1.0030,-22.0000
1132,0.9960,-19.0000
1133,0.9900,-19.0000
1134,1.0000,-18.0000
1135,1.0180,-5.2000
1136,0.9950,-19.0000
1138,1.0010,-19.0000
1139,0.9980,-18.0000
1140,1.0020,-18.0000
1141,1.0050,-21.0000
1142,1.0060,-16.0000
1144,1.0060,-8.5000
1145,1.0050,-24.0000
1146,0.9960,-24.0000
1147,0.9880,-3.7000
1148,1.0060,-23.0000
1150,1.0140,-5.2000
1151,1.0300,-12.0000
1152,0.9990,-22.0000
1153,1.0220,-17.0000
1154,1.0220,-18.0000
1155,1.0020,-6.2000
1156,1.0070,-13.0000
1157,1.0100,-5.1000
1158,1.0180,-12.0000
1159,0.9890,-12.0000
1161,1.0210,-18.0000
1162,0.9700,0.0000
1163,1.0260,-20.0000
1164,0.9820,-16.0000
1165,0.9820,-16.0000
1166,0.9950,-15.0000
1168,0.9920,-15.0000
1169,0.9990,-22.0000
1173,1.0060,-13.0000
1174,1.0310,-17.0000
1175,1.0070,-13.0000
1176,1.0010,-6.6000
1177,1.0070,-13.0000
1178,1.0210,-21.0000
1181,0.9920,0.0000
1182,1.0040,-18.0000
1185,1.0090,-17.0000
1186,1.0150,-15.0000
1187,1.0000,-22.0000
1188,1.0280,-17.0000
1189,1.0090,-19.0000
1190,1.0210,-23.0000
1192,1.0220,-20.0000
1193,1.0050,-20.0000
1194,1.0250,-21.0000
1195,1.0040,-23.0000
1196,1.0090,-25.0000
1197,1.0070,-24.0000
1198,1.0190,-22.0000
1199,1.0180,-21.0000
1200,1.0180,-20.0000
1201,1.0000,-24.0000
1202,1.0110,-23.0000
1204,1.0210,-21.0000
1205,1.0050,-22.0000
1206,1.0140,-20.0000
1207,1.0040,-21.0000
1208,1.0210,-24.0000
1209,1.0140,-26.0000
1210,1.0270,-22.0000
1212,1.0180,-22.0000
1213,1.0100,-11.0000
1214,1.0020,-16.0000
1215,1.0320,-13.0000
1216,1.0000,-16.0000
1218,1.0120,-23.0000
1219,1.0020,-25.0000
1220,1.0000,-18.0000
1221,1.0420,-18.0000
1223,1.0320,-13.0000
1225,1.0150,-15.0000
1226,1.0000,-17.0000
1227,1.0050,-25.0000
1228,1.0190,-18.0000
1229,1.0020,-20.0000
1230,1.0150,-11.0000
1231,1.0120,-20.0000
1232,1.0050,-21.0000
1235,1.0020,-17.0000
1236,1.0140,-19.0000
1238,1.0130,-19.0000
1239,1.0310,-17.0000
1240,0.9970,-20.0000
1242,1.0010,-16.0000
1243,1.0290,-16.0000
1244,0.9990,-21.0000
1245,1.0150,-19.0000
1246,1.0120,-17.0000
1247,1.0050,-17.0000
1248,1.0240,-22.0000
1249,1.0080,-22.0000
1250,1.0330,-12.0000
1251,1.0090,-15.0000
1252,1.0070,-25.0000
1253,1.0040,-18.0000
1254,1.0190,-15.0000
1256,1.0210,-20.0000
1257,1.0070,-25.0000
1258,1.0230,-22.0000
1259,1.0200,-23.0000
1262,1.0040,-26.0000
1263,1.0180,-23.0000
1264,1.0200,-23.0000
1265,1.0040,-25.0000
1266,1.0070,-26.0000
1267,1.0210,-23.0000
1268,1.0190,-23.0000
1269,1.0050,-26.0000
1270,1.0130,-23.0000
1271,1.0040,-26.0000
1272,1.0070,-26.0000
1273,1.0190,-22.0000
1275,0.9990,-19.0000
1276,1.0010,-17.0000
1277,0.9890,-20.0000
1278,1.0250,-14.0000
1279,1.0200,-21.0000
1281,1.0100,-18.0000
1282,1.0090,-16.0000
1283,1.0170,-12.0000
1284,1.0010,-21.0000
1285,1.0000,-15.0000
1286,1.0030,-16.0000
1287,1.0280,-19.0000
1288,1.0020,-13.0000
1289,1.0010,-20.0000
1290,1.0020,-27.0000
1291,1.0120,-19.0000
1292,1.0340,-22.0000
1294,1.0060,-16.0000
1295,1.0050,-19.0000
1296,1.0050,-16.0000
1297,0.9950,-21.0000
1298,0.9970,-23.0000
1299,1.0240,-21.0000
1300,0.9830,-23.0000
1301,1.0290,-20.0000
1302,1.0000,-18.0000
1303,0.9960,-25.0000
1304,0.9550,-27.0000
1305,0.9770,-26.0000
1306,0.9820,-23.0000
1307,0.9550,-24.0000
