ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu
1,3,1.029,1.7231787253395401e-37,0.184404962628799,-0.10775568834702863,0.0,0.0
2,2,1.03,-0.4113647840375667,0.12990000000000002,0.41918554092504795,0.0,0.0
3,1,1.0147115555220532,-2.4141052540869814,0.0,0.0,0.3039,0.05329
