ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu
1,3,1.029,0.0,0.4677058822477983,-0.08662962327274765,0.0,0.0
2,2,1.03,-2.297870508888297,0.12990000000000002,0.3079949099087535,0.0,0.0
3,1,0.9570131968274065,-2.8413905299210565,0.0,0.0,0.5039,0.10300000000000001
4,1,0.9274502070120343,-2.1397631932354444,0.0,0.0,0.0239,0.053
5,1,0.9125854669870186,-1.771877478663238,0.0,0.0,0.0239,0.053
