ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu
1,3,1.029,0.0,1.2044526351414804,3.1907546779478717,0.0,0.0
2,1,0.6621750315922079,19.01287842943087,0.0,0.0,-0.12990000000000002,-0.025
3,1,0.6951710544968909,11.774602116040416,0.0,0.0,0.3039,0.05329
