ID_Linha,De,Para,Pf_pu,Qf_pu,Pt_pu,Qt_pu,Perda_pu,Tap
1,1,2,0.11679111014992127,-0.1225053706378964,-0.11189402079214839,0.1272130697995119,0.004897089357772888,1.0
2,1,3,0.35091478881985805,0.06764097733230326,-0.3290827244810768,-0.046653246973475754,0.021832064338781265,1.0
3,2,3,0.24179402079214848,0.18078185612790107,-0.22624354151415813,-0.1658327766009937,0.015550479277990359,1.0
4,3,4,0.05142626599523666,0.10948602358581211,-0.048534641003912214,-0.10670622939525759,0.0028916249913244485,1.0
5,4,5,0.024634641003912,0.05370622942690562,-0.02390000000000026,-0.052999999953532335,0.0007346410039117401,1.0
