ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,3,1.0289999999978745,0.0,0.15630356529112288,-0.16555379170672221,0.0,0.0,0.0,0.0
2,3,1.0299999999961535,0.0,0.16532787205226362,-0.1571854033030593,0.0,0.0,0.0,0.0
3,1,1.029999999988268,-3.0916380826302885,0.0,0.0,0.3039,0.05329,0.0,-3.8244368762532134e-13
