ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu
1,3,1.029,2.694034605743505e-36,0.16181573849630246,0.23338366482275053,0.0,0.0
2,3,1.03,0.0,0.1708454020982781,0.2421397475620616,0.0,0.0
3,1,0.9601700846236046,0.8169153375460372,0.0,0.0,0.3039,0.05329
