ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,3,1.0351980938417749,0.0,0.08682599632080232,0.1759998618158806,0.0,0.0,0.006198093841774849,0.0
2,3,1.0361980937767095,0.0,0.08988513611270012,-0.14630682205149342,0.0,0.0,0.006198093776709305,0.0
3,2,1.017823302991474,-0.6887915512442948,0.12990000000000002,0.025,0.3039,0.05329,-0.012176697008526008,-0.0010462563926895666
