ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,3,1.0290000000003068,0.0,0.34117747476161414,0.009488315007349616,0.0,0.0,3.067738777234822e-13,0.0
2,2,1.0299999999950415,-1.4597074397530003,0.12990000000000002,0.24474196459694186,0.0,0.0,-4.958360739443153e-12,0.0
3,1,0.9671757836220344,-1.7647316727965985,0.0,0.0,0.444,0.22820000000000001,0.0,-7.972070711208177e-13
