ID_Linha,De,Para,Pf_pu,Qf_pu,Pt_pu,Qt_pu,Perda_pu,Tap
1,1,2,-0.0029545980880927303,-0.002840331863691148,0.0029574694176193184,0.0028430921473248105,2.8713295265880845e-6,1.0
2,1,3,0.15925816337921675,-0.16271345984303032,-0.15039674915015103,0.17123216744445313,0.008861414229065723,1.0
3,2,3,0.16237040263464497,-0.16002849545038347,-0.15350325084984784,0.16855271871311708,0.008867151784797134,1.0
