ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,3,1.0521505765673511,0.0,0.20024439495633822,0.3047544088900717,0.0,0.0,0.023150576567351207,0.0
2,2,1.0061539872779495,2.2334739033161455,0.12990000000000002,0.0,0.0,0.0,-0.02384601272205061,0.0
3,1,1.0142600734250558,-1.124255077208513,0.0,0.0,0.3039,0.05329,0.0,-0.0013043322942599789
