ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,3,1.0290000000153119,0.0,0.3531967129805276,0.028253096848714753,0.0,0.0,0.0,0.0
2,2,1.030000000009224,-1.5438511694909989,0.12990000000000002,0.2764332459938287,0.0,0.0,0.0,0.0
3,1,0.9618486282929035,-1.6088112206625829,0.0,0.0,0.444,0.22820000000000001,0.0,-3.4385272795147457e-12
4,1,0.9518136848411871,-1.168139765549153,0.0,0.0,0.0039000000000000003,0.0232,0.0,-8.290320933274961e-12
5,1,0.9467972178911064,-0.9443029576597615,0.0,0.0,0.0039000000000000003,0.0232,0.0,-1.0985595081339877e-11
