ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM,Slack_VLIM
1,3,1.0289999999984596,0.0,0.24500990601749634,-0.07990589844995605,0.0,0.0,0.0,0.0
2,2,1.0299999999888645,-0.8123352827829599,0.12990000000000002,0.08718776042304485,0.0,0.0,0.0,0.0
3,1,0.9937739249432461,-2.0353731592868805,0.0,0.0,0.5039,0.10300000000000001,0.0,-1.1157170067782228e-13
4,1,1.0300770746795416,-1.4733694258874153,0.0,0.0,0.0239,0.053,0.0,3.3109085874774683e-13
5,1,0.9970207860665803,-1.164352281566318,0.0,0.0,0.0239,0.053,0.0,1.5330342472687583e-13
