ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu
1,3,1.029,3.232841526892206e-35,0.34117747415588845,0.009488314974698629,0.0,0.0
2,2,1.03,-1.45970743500488,0.12990000000000002,0.24474196404808815,0.0,0.0
3,1,0.9671757836801774,-1.76473167021686,0.0,0.0,0.444,0.22820000000000001
