ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,3,1.028999999997286,0.0,0.16181573869331883,0.23338366499663174,0.0,0.0,-2.713746677542257e-12,0.0
2,3,1.029999999999393,0.0,0.17084540231450585,0.24213974775455577,0.0,0.0,-6.070856642308034e-13,0.0
3,1,0.9601700845545259,0.8169153373749386,0.0,0.0,0.3039,0.05329,0.0,-9.273198665329422e-13
