ID_Linha,De,Para,Pf_pu,Qf_pu,Pt_pu,Qt_pu,Perda_pu,Tap
1,1,2,0.020430481983855303,-0.02697319154393327,-0.020234761062815382,0.027161343147585202,0.00019572092103992134,1.0
2,1,3,0.17159616931627333,-0.17418813468776226,-0.1613761249117738,0.18401292875617556,0.010220044404499529,1.0
3,2,3,0.1501347610628149,-0.14855785781344327,-0.1425238750882251,0.15587440013155712,0.007610885974589809,1.0
