ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu
1,3,1.029,0.0,6.404728753681067,0.014687145608286472,0.0,0.0
2,3,1.03,-1.019640252688288e-29,-5.978556637983499,0.016122964906566145,0.0,0.0
3,1,0.9970372619666746,-1.2067217182225731,0.0,0.0,0.3039,0.05329
