ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu
1,3,1.029,-9.01936562496894e-34,0.3329878033625447,0.09770428498755664,0.0,0.0
2,2,1.03,-0.7307241446555487,0.12990000000000002,0.3448938787960844,0.0,0.0
3,1,0.9905575631875716,-0.37161036758434796,0.0,0.0,0.444,0.22820000000000001
