ID_Linha,Barra_De,Barra_Para,P_Fluxo_De_Para_pu,Q_Fluxo_De_Para_pu,P_Fluxo_Para_De_pu,Q_Fluxo_Para_De_pu,Perda_Ativa_pu,Tap_pu
1,7895,1731,0.38594211614977847,-0.04166020408152413,-0.3859406954972264,0.04166162473407617,1.4206525520421565e-6,1.0
2,5571,5671,-0.9179448575166129,0.09436528276782308,0.9445730707797373,-0.24402897308463867,0.026628213263124367,1.0
3,278,4102,1.0429086535172558,0.27709024768686386,-1.0400954161955116,-0.2650100862586907,0.002813237321744211,1.0
4,744,3927,0.15695956439866424,0.09173450407248547,-0.1569437047787571,-0.09199973273663327,1.5859619907132583e-5,1.0
5,1760,175,-0.587204291874751,-0.02252442168877672,0.5874232557716353,0.022774153859236257,0.00021896389688436102,1.0
6,45429,45653,0.31980543246569965,-0.16194692557733878,-0.3192373985296338,0.1603243121732155,0.0005680339360658593,1.0
7,256,3975,0.12720006126318786,0.07936463705161786,-0.1268976199762604,-0.09188325855046317,0.0003024412869274684,1.0
8,1728,1792,0.18964771933774377,0.03630134750444771,-0.18868788893288074,-0.0525608564940784,0.0009598304048630268,1.0
9,568,47852,0.4351250888100787,0.08717909829553049,-0.4347150221302237,-0.08840262658585528,0.00041006667985499234,1.0
10,104,609,1.3630495399708067,-1.4257657752248383,-1.3603746007908064,-0.6725843126719591,0.0026749391800002797,1.0
11,6634,5167,0.41262363697431326,-0.09559791756187662,-0.411525178900894,0.10422208181376978,0.0010984580734192395,1.0
12,635,11686,0.05832680594144115,-0.025582700302488617,-0.0582795372802515,0.010775894568612455,4.726866118964779e-5,1.0
13,3924,622,-0.17494204653319062,0.012998833816254773,0.17494204653319062,-0.012968640020062594,0.0,1.0
14,8171,6316,-0.2804860968461765,0.008657131816362282,0.2825186598839012,-0.267847117928938,0.0020325630377246995,1.0
16,3838,47778,-5.476572129533125e-5,6.610061973333359e-7,5.476572129533125e-5,-6.611226126551628e-7,0.0,1.0
17,10775,1242,-0.14062568187834812,0.06519194791270803,0.14075128358103284,-0.07069397357714917,0.00012560170268471893,1.0
18,3857,730,-0.11794512923983655,-0.039002099471304064,0.11794512923983655,0.03901841020842767,0.0,1.0
19,184,9640,-0.7827164339831438,0.23671506147640708,0.7861104116817761,-0.2299138649584591,0.0033939776986322556,1.0
21,278,1432,-1.2401983185435919,0.3176346119211715,1.2425416073170288,-0.30553925099007273,0.0023432887734369245,1.0
22,6358,6351,-0.1069631098871674,-0.5109499601607933,0.1070803760128235,0.5055904275747946,0.0001172661256561014,1.0
23,7395,1497,-0.19994585206919663,-0.06599598926944812,0.19994631225168785,0.06599644945193935,4.6018249122425914e-7,1.0
24,1449,40583,-0.5055328659857331,-0.3778696373226479,0.5055487640632258,0.3778986654790527,1.589807749269312e-5,1.0
25,3257,1604,0.22227976264807447,0.0005596308149752593,-0.22194154891374007,-0.002981166553360476,0.0003382137343344027,1.0
26,6075,5325,-8.565897784518588,-2.4657026123108228,8.699948932603071,-4.569523226688451,0.13405114808448282,1.0
27,2266,2329,-0.14307349290196955,-0.2544518707022667,0.14416518161826128,0.24271747721588133,0.0010916887162917277,1.0
28,836,46971,-0.1500542928785029,-1.0427086072600789e-5,0.15005450165483067,-1.4841645620822241e-7,2.0877632778137922e-7,1.0
29,595,11708,0.22184916518081702,-0.11754950404077312,-0.22136267253386402,0.11441382670371701,0.0004864926469529962,1.0
30,3965,230,1.1997376977665555,-0.06925040711187899,-1.1904511723003846,0.025145521846534485,0.009286525466170925,1.0
32,13477,13124,-0.5080817151943398,-0.11178411396019852,0.5087153759750966,0.1133812360085649,0.0006336607807568839,1.0
33,4218,712,-0.19592441235466163,-0.3289658384402759,0.19696424242051103,0.32709033613286237,0.0010398300658494009,1.0
34,9829,10227,0.03589447330381269,0.008807395133292062,-0.03589325112099552,-0.008847376113326278,1.222182817173234e-6,1.0
35,6009,6020,-0.5806980033053007,0.11991336149414215,0.5856231254774839,-0.09809868449549745,0.004925122172183105,1.0
36,1199,1212,0.19019689000944082,-0.03910303116945758,-0.19009422405070195,0.010667750949675994,0.00010266595873886786,1.0
37,744,22027,0.4623257187484345,0.04770474658629642,-0.45958160147187815,-0.04952214428779034,0.0027441172765563238,1.0
38,104,9626,-1.1164916801321574,-4.362004120127965,1.1254851854063046,1.6109114142960852,0.008993505274147218,1.0
39,44628,48151,-0.024056920029941305,-1.313840039074421e-5,0.024056920029941305,1.3138866052031517e-5,0.0,1.0
40,8375,8376,-0.5268954613113133,0.02410178588861232,0.5281042991385992,-0.0028800433150197695,0.00120883782728598,1.0
41,23149,2040,0.022999709900102007,-0.04921168563554425,-0.022307137995521177,0.027832610150327692,0.0006925719045808298,1.0
42,638,46520,0.21217501048355122,-0.046779972173272705,-0.21195281844735722,0.04419598355086787,0.00022219203619400218,1.0
43,766,226,0.008148930929582875,-0.22099534583941394,-0.007866317752152817,0.16035921625769733,0.00028261317743005776,1.0
45,21958,21993,0.08985911102879764,0.01721638514079744,-0.08984412456940684,-0.01834519524861251,1.498645939079779e-5,1.0
46,1898,1089,-0.49334230454943256,0.023948255384092836,0.4944897637313446,-0.19143343193966578,0.0011474591819120583,1.0
47,761,2968,0.34087507891496815,0.024157366011792095,-0.3371924383628049,-0.03868430381877265,0.0036826405521632744,1.0
48,8566,46331,0.003994988363515889,0.001999999978579581,-0.003994988363515889,-0.001999999745748937,0.0,1.0
49,785,47223,-0.05004629862580014,-4.784067484282784e-7,0.050046323000258144,5.027812064357928e-7,2.4374458007514477e-8,1.0
51,4370,7374,4.944344774545002e-5,-4.1478554994972805e-6,-4.928321846704915e-5,-0.018077143198741225,1.6022927840086965e-7,1.0
52,8591,46319,0.012994942051044716,0.004999982891604304,-0.012994942051044716,-0.004999982425943017,0.0,1.0
53,309,46883,-0.018056053796811737,-3.576834075374666e-6,0.01805605708554458,3.5801228082162767e-6,3.2887328416109085e-9,1.0
54,40702,1527,0.0743342514644113,0.03470707869082638,-0.07429928628612437,-0.037936110296652926,3.496517828693868e-5,1.0
55,5802,5804,0.4441852732408627,0.049911548786553676,-0.44379582374283616,-0.09790798193294836,0.0003894494980265506,1.0
56,1201,9297,0.022779423513466047,0.0021222093929522306,-0.022778198679493135,-0.002216373764981812,1.22483397291262e-6,1.0
59,9819,1246,0.338460409804912,-0.15297645761551742,-0.33821680640551643,0.10145444487991434,0.0002436033993955533,1.0
60,14184,4170,0.06294706481797768,0.0007715766630664797,-0.06294532625035892,-0.001000508656499914,1.7385676187586796e-6,1.0
61,4763,4755,-0.18355895713709824,-0.04903145797510182,0.1853197807274235,0.027301581896074165,0.0017608235903252556,1.0
62,1215,1243,-0.055471343850290025,-0.1887312738405404,0.055611649223569606,0.13405578761438103,0.00014030537327958115,1.0
63,12036,3146,0.14573631592376335,0.09908208927577747,-0.1457301564977701,-0.09907285013701497,6.159425993246259e-6,1.0
64,695,4149,0.28000747837175954,0.09574710054314654,-0.27994546294782385,-0.09600076913912052,6.20154239356907e-5,1.0
65,7397,1545,-0.2409481398067579,-0.10299721205526106,0.24111595798802754,0.1038422259562463,0.0001678181812696522,1.0
66,13686,3686,0.037947998943616154,0.007498145802013528,-0.03794695930610585,-0.008000477420817947,1.0396375103027822e-6,1.0
