ID_Barra,Tipo_Barra,Vm_pu,Va_graus,Pg_pu,Qg_pu,Pd_pu,Qd_pu,Slack_QLIM_pu,Slack_VLIM_pu
1,3,1.1000000109998596,0.0,0.6514313442363666,0.7722517967266989,0.0,0.0,0.07100001099985966,0.0
2,2,1.066783533083026,-1.2763111482029503,0.12990000000000002,0.7040000099971712,0.0,0.0,0.036783533083025954,0.0
3,1,0.8999999900001541,3.424535406597174,0.0,0.0,0.5039,1.003,0.0,-0.4698370720377039
4,1,0.8999999900012539,2.1785253442779977,0.0,0.0,0.0239,0.503,0.0,-0.5292312104295863
5,1,0.8999999900083686,1.5626040429221364,0.0,0.0,0.0239,0.503,0.0,-0.5281304661004094
