ID_Linha,Barra_De,Barra_Para,P_Fluxo_De_Para_pu,Q_Fluxo_De_Para_pu,P_Fluxo_Para_De_pu,Q_Fluxo_Para_De_pu,Perda_Ativa_pu
1,5002,6052,-0.20918946198063734,-0.0014190083750694887,0.20999999999997085,-0.026502016596914188,0.0008105380193335066
2,5926,5380,2.2391922707594,-1.6330479198957069,-2.2323273124981107,-2.1046878852085364,0.006864958261289189
3,46201,46202,1.2569999999968642,-0.15700467193084539,-1.2544605235243074,0.20681396872324914,0.002539476472556812
4,8143,48115,-0.15374689090301819,0.02779921951477451,0.15399999999997682,-0.01850069307495319,0.0002531090969586369
5,6141,8205,-0.31360416625097104,0.010105144477423812,0.3138053842940663,-0.03019550623129661,0.0002012180430952526
6,46738,46739,-0.32274210683748605,0.08067559374333233,0.3239999999998262,-0.07379733738071903,0.0012578931623401512
7,5373,5374,-0.190243520735471,0.00835163779836326,0.1919999999956051,-0.016299999996953335,0.001756479260134114
8,6143,5814,-0.25764011671222214,-0.004492076258061497,0.25819104873419246,-0.035581421507308336,0.0005509320219703184
9,45276,45278,-0.252267462431627,0.10301990275406071,0.25299999999999656,-0.10003073689805676,0.0007325375683695512
10,5073,8089,-0.1795091828697296,0.025584981320061144,0.17989737277781537,-0.02490316029287875,0.0003881899080857565
11,8792,8938,-0.3203706897314811,0.007164964124489567,0.3219999999999954,-0.07789722224260802,0.0016293102685143168
12,5351,45092,-1.381347469784266,0.06684900654302403,1.3837478196649111,-0.0665011345030144,0.0024003498806450807
13,5073,8087,-0.1198086520677166,0.015530131009918048,0.11994489296020247,-0.015585520119757203,0.00013624089248587268
14,6101,5041,-0.9319981941226935,0.0899450325668616,0.9349037152962566,-0.15153128836868945,0.0029055211735631303
15,8441,8442,-0.3002166120741604,0.21805301018095424,0.3019999999211219,-0.20799999998279095,0.001783387846961526
16,5462,5461,-9.80118763926896e-16,9.044340660130249e-6,3.914840788524568e-6,-0.0735614230460892,3.914840787544449e-6
17,5128,6141,-0.31425265117666146,-0.6588430031333802,0.31456221253624395,0.6393457059838384,0.00030956135958248865
18,5176,5318,-0.13584535992179006,-1.482906937352965,0.13587846570916376,-1.238242347840284,3.3105787373699513e-5
19,5383,8016,-0.4825751352988927,0.03331410302167087,0.4854324695062883,-0.019761909559385782,0.0028573342073956454
20,5271,5222,-0.2790368513416351,-0.009356755336667355,0.2790368513416351,0.04693626709009413,0.0
21,5461,5351,-0.12719421252881286,0.3534108420728728,0.1276408731567334,-0.3829611919176131,0.0004466606279205365
23,8747,5461,0.6662910439149804,-0.12179087729784613,-0.6639534220762632,-0.007664896955249384,0.0023376218387172187
24,6149,6150,-0.43607333405820203,-0.04710054776991613,0.4369999999999733,-0.004585398836343006,0.0009266659417712653
25,44594,5262,0.27492710844931273,0.03392388596080529,-0.2748419281704308,-0.04975797291453652,8.518027888193558e-5
26,45376,45377,-0.5386719490343457,-0.0007203419205435053,0.5389999999866045,0.017710000001786925,0.0003280509522588515
27,5216,8446,0.1500002402716739,0.04406834105984736,-0.15000000001227753,-0.04406810080045098,2.402593963779509e-7
28,5924,5350,-4.629774815746626,-0.3136783409932864,4.644026378073542,-1.2318080438941532,0.01425156232691549
29,5071,5254,1.662214279105391,-0.180853811756574,-1.6490769608690161,0.04252150756877182,0.013137318236374984
30,7069,9466,0.6899999999948814,-0.15199977477170998,-0.6889742686151887,0.1369108926228045,0.0010257313796926404
31,5351,5441,0.031671607418426784,-0.29373333635575105,-0.03093220747190617,0.18667308177149633,0.0007393999465206136
32,5071,8796,-0.21715388583280854,-0.05470530879223183,0.21731278028148088,0.02405663269493878,0.00015889444867234204
33,5212,5380,-0.07100196127674618,-0.008652636836969652,0.07100196127674618,0.025338157004501094,0.0
34,44538,44710,-1.4886833440370453,0.04779965371917963,1.499999999999979,0.007175541136879432,0.01131665596293363
35,8589,6103,0.32244582038392133,-0.05111193304865634,-0.32193271280096747,0.05336195114673058,0.0005131075829538645
36,8590,6105,-0.32244582038392233,0.041255258420282256,0.32399999999995777,-0.04158145653901017,0.0015541796160354338
37,6033,6035,-0.17462737894199515,-0.08073479153454459,0.17499999999998844,0.05059756615390791,0.00037262105799329426
38,5212,5222,-0.26641448481864527,-0.012060377075587603,0.26641448481864527,0.04794266796372826,0.0
39,8971,46734,-0.5583085343266216,-0.16796092702942883,0.5583740805005999,-0.17949447176213812,6.554617397824813e-5
40,44861,44864,-0.08079166472610014,0.007910243560667664,0.08099999999986732,-0.012900014018722929,0.00020833527376717953
41,46378,8765,-0.1524926390504861,0.03810087727279317,0.1529999999999791,-0.03578157553183477,0.0005073609494929965
42,44109,5211,-4.653765572773874e-13,-4.5981697661915434e-5,6.831839469687885e-12,-0.0005471281153912455,6.366462912410498e-12
43,5431,5337,-0.8592220215924792,0.18164318903707308,0.8628157338185488,-0.206547392924987,0.003593712226069634
44,7938,7939,-0.3387204972832708,0.03973266921271753,0.3399999999999962,-0.05049725481854802,0.0012795027167253892
45,5235,5252,-0.3528082198461255,-0.021433561982711166,0.3656293068713991,-0.022654532896115312,0.012821087025273625
46,8413,44515,-0.03082496128157542,0.0034438958662229716,0.030999999999999618,-0.005027215995865212,0.0001750387184241975
47,45906,45908,-0.3216369629115661,0.10595788382120663,0.32399999999999857,-0.10699713323476001,0.0023630370884324403
48,5271,5378,-0.027399857407047146,-0.008095754071865524,0.027399857407047146,0.011291733559768702,0.0
49,47125,47711,-1.1029878523048948,0.045021493141493174,1.102999999981793,-0.04500934546459501,1.2147676898166537e-5
50,8642,8640,-0.19145656273033648,0.005712947602307349,0.19199999999999715,-0.0034119641615509948,0.0005434372696606626
51,47645,47647,-0.2985119984990009,0.06439674450980727,0.2999999999999984,-0.07143530493721452,0.0014880015009974823
52,6212,6213,-0.11988053841044659,0.019582553463569755,0.11999999999993659,-0.03379728966389352,0.00011946158948999974
53,5837,5378,-0.02882571954192634,-0.008879888236288713,0.02882571954192634,0.011930763458281424,0.0
54,6650,6636,-0.3320244005555968,0.007712410758186884,0.3329999999994038,-0.15200001452806214,0.0009755994438069848
55,5458,5452,0.3320871123416755,0.7206908646759287,-0.3320748816966916,-0.7212026188163903,1.2230644983901584e-5
56,6013,8065,-0.045852348067663244,0.011355469570462996,0.04596915739462359,-0.012756965683215195,0.00011680932696034318
57,6676,5320,-0.0831801138856155,0.014101752738518845,0.08399999999986926,-0.010100013804870876,0.000819886114253765
58,47511,48159,-0.6094240381017493,-0.02259082325688152,0.60949803140701,-0.35132473557134863,7.399330526070003e-5
59,5371,6759,-0.6724185995630413,-0.0310921485145364,0.6780027414178259,-0.04374329530648641,0.005584141854784619
60,6091,6734,-0.5192336388942539,-0.044874051737832724,0.5196049579559637,0.03316384277476643,0.0003713190617098405
61,5351,44705,0.6019677606519035,-0.31927643762396296,-0.5975793930116683,0.24954443223178727,0.004388367640235202
62,5255,8242,-0.3093376445380018,0.2007078694005031,0.3093376445380018,-0.20070661707723048,0.0
63,44557,5263,0.17950949857188309,-0.014268484780814106,-0.17950949857188309,0.01430098353921494,0.0
64,5176,5480,-0.6050566604651455,-0.5572446133148689,0.6053935008095075,-1.3424112753771837,0.0003368403443619883
65,8606,8607,-0.10778044042816673,0.029775724133001943,0.10799999999979928,-0.02890002007030162,0.0002195595716325549
66,46158,46160,-0.6658733438942059,-0.010107918559770772,0.666999999999953,0.007386574225528568,0.001126656105747026
67,9467,9468,0.6889999999948982,-0.14899977504534512,-0.6872363405615206,0.11122072847719798,0.00176365943337764
68,5351,8160,0.1086557734385518,-0.13554088805640135,-0.10853627974950951,0.0014808917869800348,0.00011949368904229374
69,5527,5449,-0.31249930545913623,-0.06641205622296756,0.31453064381235313,-0.11398635919191388,0.002031338353216894
70,8088,5075,-0.11994489296020319,0.019805794219830027,0.11999999999999683,-0.04443228262075199,5.510703979363929e-5
71,7978,7980,-0.31566592216325856,-0.1407611667559403,0.3162878612683014,0.13123993311446847,0.0006219391050428236
