caso,script,branch_id,f_bus,t_bus,pf_pu,qf_pu,pt_pu,qt_pu,loss_p_pu,loss_q_pu
3bus_DCline.pwf,19,1,1,3,0.17205082663392035,1.1851570510171576,0.04248633335338259,-0.9789169082669329,0.21453715998730294,0.20624014275022473
3bus_DCline.pwf,19,2,2,3,6.266293229166665,0.5555520581365192,-0.346386343349808,5.135408152538249,5.919906885816857,5.690960210674768
