caso,script,bus_id,vm_pu,va_rad,pd_pu,qd_pu,pg_pu,qg_pu,bus_type
3bus_shunt_fields.pwf,17,1,1.039728665124995,0.0,0.0,0.0,0.19589596845041704,0.10847697026704203,3
3bus_shunt_fields.pwf,17,2,1.0083944470005497,0.024422593495974344,0.0,0.0,0.12990000000000002,0.0,2
3bus_shunt_fields.pwf,17,3,1.0198354014796769,-0.03778422602665997,0.3039,0.05329,0.0,0.0,1
